node_id,x_um,y_um,sentaurus_holes_cm3,vela_holes_cm3,delta_log10_holes_decade,delta_psi_V,delta_phip_V,delta_phip_minus_psi_V,predicted_delta_log10_holes_decade,density_relation_residual_decade,minus_100mV_plateau
1678,2.296875,0.703125,608451.1441557789,617680.3741485187,0.0065380904070459,-0.00039104924785293704,-1.1078738125780418e-06,0.000389941374040359,0.006550726768161295,-1.2636361115394429e-05,0
1679,2.296875,0.71875,15036.128287552317,15289.13001304448,0.007246751314124869,-0.0004353881749070698,-3.372342381680049e-06,0.0004320158325253898,0.0072575465616035156,-1.0795247478646158e-05,0
1680,2.34375,0.703125,619480.5633972216,628835.4454647101,0.0065093288713574315,-0.0003894770751217136,-1.2476913907599751e-06,0.0003882293837309536,0.006521966596778471,-1.2637725421039449e-05,0
1681,2.34375,0.71875,15318.574425348806,15575.684379134078,0.0072287872561614145,-0.00043431175473451766,-3.3651743125417966e-06,0.00043094658042197587,0.00723958391685215,-1.0796660690735177e-05,0
1682,2.296875,0.75,87.208712456646,87.49750778269544,0.0014358084167892147,-0.0005228333017956999,-0.0004368675978709824,8.596570392471747e-05,0.0014441602644226985,-8.351847633483777e-06,0
1683,2.34375,0.75,71.95710704464493,71.9790096305388,0.00013217213978344207,-0.0005248319292541215,-0.0005164679069346034,8.36402231951805e-06,0.00014050939075855692,-8.337250975114848e-06,0
1684,2.390625,0.640625,1178668070320.9568,1188151697200.4026,0.0034803738934080716,-0.00020979123332642846,-1.3583602640476755e-06,0.00020843287306238079,0.0035015181558886986,-2.1144262480626928e-05,0
1685,2.390625,0.65625,37342308948.02773,37707479804.46351,0.00422633939730202,-0.00025410457553176613,-1.3593391704480595e-06,0.00025274523636131807,0.004245933095537531,-1.9593698235511117e-05,0
1686,2.4375,0.640625,1186453378468.6301,1195955365787.6824,0.003464294320841009,-0.00020902604170902617,-1.5502871523187522e-06,0.00020747575455670741,0.0034854392726697864,-2.1144951828777538e-05,0
1687,2.4375,0.65625,37641709572.76784,38008181946.268105,0.004207756849484815,-0.00025319066450413263,-1.5515383320341414e-06,0.0002516391261720985,0.004227351262196843,-1.959441271202813e-05,0
1688,2.390625,0.671875,1018313605.8067007,1030040395.8970082,0.004972710638831929,-0.0002983959837353778,-1.3603004614948233e-06,0.00029703568327388297,0.0049899798560998935,-1.726921726796435e-05,0
1689,2.390625,0.6875,25663099.607512128,26003225.33471714,0.005718109835034554,-0.00034262398888240675,-1.3619924783547788e-06,0.00034126199640405197,0.005732949216537383,-1.4839381502828458e-05,0
1690,2.4375,0.671875,1027903946.7362772,1039692852.194978,0.004952524664463977,-0.00029738688823344184,-1.5527583949737078e-06,0.00029583412983846813,0.004969794646792165,-1.7269982328187855e-05,0
1691,2.4375,0.6875,25940209.00857242,26282791.135466218,0.005698012796874133,-0.00034162039237084496,-1.5546508213004628e-06,0.0003400657415495445,0.005712853019471221,-1.4840222597087803e-05,0
1692,2.390625,0.703125,628692.8362566546,638115.3839948042,0.0064607031914833135,-0.0003867304823296225,-1.3955448663338643e-06,0.0003853349374632886,0.00647334203958379,-1.2638848100476711e-05,0
1693,2.390625,0.71875,15555.985726586789,15815.188446187794,0.0071768351387941276,-0.0004306198133450234,-2.7656874023174183e-06,0.000427854125942706,0.007187632968106258,-1.0797829312130143e-05,0
1694,2.4375,0.703125,636321.6652343017,645833.5967165548,0.0064439233935244845,-0.0003859226014748529,-1.586450234181136e-06,0.0003843361512406718,0.006456563169528597,-1.2639776004112584e-05,0
1695,2.4375,0.71875,15754.276234466006,16016.551602009964,0.0071705611855343195,-0.0004303691453519942,-2.888427860447962e-06,0.00042748071749154626,0.007181359982218342,-1.0798796684022803e-05,0
1696,2.390625,0.75,60.47356056309491,60.755132561581156,0.002017433034168795,-0.000517230432629745,-0.00039664434675346083,0.00012058608587628417,0.0020257570835143382,-8.324049345543368e-06,0
1697,2.4375,0.75,50.796198085425196,50.905061583651374,0.0009297590761737107,-0.0005201647540606924,-0.0004643248033247005,5.5839950735991906e-05,0.0009380698852982207,-8.310809124509994e-06,0
1698,2.484375,0.53125,1.5493230512625872e+17,1.54944408182918e+17,3.392504501441307e-05,-1.2699571995511416e-05,-1.7445136667459948e-06,1.0955058328765421e-05,0.00018403687994796993,-0.00015011183493355686,0
1699,2.484375,0.5625,6.848064158381251e+16,6.8520025885230856e+16,0.00024969783821889973,-1.5090180816690335e-05,-1.7624198246357636e-06,1.3327760992054571e-05,0.00022389653035707766,2.5801307861822074e-05,0
1700,2.53125,0.53125,1.5476325059574227e+17,1.547754064567083e+17,3.4110268444699436e-05,-1.2944971748640732e-05,-2.008603517400509e-06,1.0936368231240223e-05,0.0001837229001286723,-0.00014961263168397285,0
1701,2.53125,0.5625,6.843319589492793e+16,6.84724977456491e+16,0.00024934795495767194,-1.5339045246587357e-05,-2.0317646911571785e-06,1.3307280555430179e-05,0.00022355247416465845,2.579548079301348e-05,0
1702,2.484375,0.59375,5681158448666962.0,5697793044025001.0,0.0012697686818751584,-7.69820122673015e-05,-1.771492399993413e-06,7.521051986730809e-05,0.0012634811244500285,6.287557425129929e-06,0
1703,2.53125,0.59375,5681102730710511.0,5697685233045935.0,0.0012658104503957663,-7.702010282467642e-05,-2.0433781466877576e-06,7.497672467798866e-05,0.001259553538133467,6.256912262299179e-06,0
1704,2.484375,0.625,29292865974205.66,29476345938027.508,0.002711780271836589,-0.0001644289778937047,-1.7757590913269894e-06,0.0001626532188023777,0.0027324538129828014,-2.0673541146212608e-05,0
1705,2.53125,0.625,29345541961783.59,29528729376190.78,0.0027026250403712334,-0.00016415746921882857,-2.0487420220316466e-06,0.00016210872719679692,0.0027233067565964534,-2.0681716225220016e-05,0
1706,2.578125,0.53125,1.5428774806542512e+17,1.542998899675979e+17,3.41761008300523e-05,-1.3187945817616509e-05,-2.332115734970941e-06,1.0855830082645568e-05,0.00018236991878075676,-0.00014819381795070445,0
1707,2.578125,0.5625,6.827864306488812e+16,6.8317847348880264e+16,0.0002492919784496364,-1.566312458350927e-05,-2.361065500000592e-06,1.3302059083508677e-05,0.0002234647572970407,2.5827221152595716e-05,0
1708,2.625,0.53125,1.533466808728163e+17,1.5335867563903123e+17,3.396915424480478e-05,-1.3410443073735845e-05,-2.732220717338585e-06,1.067822235639726e-05,0.00017938624029977917,-0.0001454170860549744,0
1709,2.625,0.5625,6.797204354517284e+16,6.8011099524320776e+16,0.00024946910790263533,-1.6076257450481357e-05,-2.7669308612088273e-06,1.330932658927253e-05,0.00022358684602040893,2.58822618822264e-05,0
1710,2.578125,0.59375,5668072561413708.0,5684575410766742.0,0.001262630793375563,-7.716917106448395e-05,-2.375437000989855e-06,7.47937340634941e-05,0.0012564794311099641,6.151362265598842e-06,0
1711,2.625,0.59375,5639299401148488.0,5655688006117196.0,0.0012602910374602877,-7.745123766711437e-05,-2.7839325826839456e-06,7.466730508443042e-05,0.001254355517741033,5.93551971925471e-06,0
1712,2.578125,0.625,29328325439233.625,29510805614076.48,0.0026937986900191684,-0.00016396663350037866,-2.3819500777344516e-06,0.0001615846834226442,0.002714503208659334,-2.0704518640165398e-05,0
1713,2.625,0.625,29237004499915.6,29418419738884.6,0.0026864655560599176,-0.00016394234271155383,-2.7914523973437966e-06,0.00016115089031421004,0.0027072158051765494,-2.0750249116631772e-05,0
1714,2.484375,0.640625,1192204799777.7402,1201710283826.2551,0.0034489117797034683,-0.00020833765463357246,-1.7774814456972265e-06,0.00020656017318787523,0.0034700581826379857,-2.1146402934517448e-05,0
1715,2.484375,0.65625,37869102007.05323,38236088239.98858,0.0041884484022844904,-0.00025226891881779956,-1.7790957179686373e-06,0.0002504898230998309,0.004208043820356999,-1.959541807250876e-05,0
1716,2.53125,0.640625,1195595157898.3313,1205095912907.3547,0.003437466041060956,-0.00020793005990094038,-2.050951570797821e-06,0.00020587910833014256,0.00345861679659532,-2.1150755534363967e-05,0
1717,2.53125,0.65625,38018216185.28398,38385473119.5953,0.004175161956007103,-0.0002517520873391854,-2.0530186727318878e-06,0.00024969906866645353,0.004194759730546023,-1.9597774538920518e-05,0
1718,2.484375,0.671875,1035344237.5172523,1047160574.5743092,0.004928512073125428,-0.00029618545218723646,-1.7806576350087866e-06,0.0002944047945522277,0.004945782870808414,-1.727079768298629e-05,0
1719,2.484375,0.6875,26158755.689989213,26502378.10729324,0.005667763946276676,-0.00034004783792507265,-1.7826568797785214e-06,0.00033826518104529413,0.005682604934302228,-1.4840988025552337e-05,0
1720,2.53125,0.671875,1040573544.8210142,1052415025.2504907,0.004914259498827848,-0.0002956114853098768,-2.0550130773733244e-06,0.0002935564722325035,0.004931531683071483,-1.7272184243635573e-05,0
1721,2.53125,0.6875,26319993.101272292,26664901.369648162,0.005654210508266501,-0.00033951585900127146,-2.0574092913783204e-06,0.00033745844970989314,0.0056690524443502935,-1.4841936083792757e-05,0
1722,2.484375,0.703125,642413.920487721,651957.8796819219,0.0064045955438058015,-0.00038379984676506496,-1.8046953196293458e-06,0.0003819951514454356,0.006417236103862242,-1.2640560056440854e-05,0
1723,2.484375,0.71875,15914.565558884007,16177.755503218523,0.007123479970642232,-0.0004273475525431447,-2.669364237761762e-06,0.00042467818830538295,0.007134279564031035,-1.0799593388803076e-05,0
1724,2.53125,0.703125,647073.9838024799,656672.5476886041,0.006394921940928869,-0.00038349829558348425,-2.0789329931991674e-06,0.0003814193625902851,0.006407563276823753,-1.2641335894883823e-05,0
1725,2.53125,0.71875,16040.593586304238,16305.8952337577,0.007124212207014983,-0.00042763585037719487,-2.9140327375554165e-06,0.00042472181763963945,0.00713501250458779,-1.0800297572807586e-05,0
1726,2.484375,0.75,43.645398406097,43.910599730203515,0.0026309065359297005,-0.0005133178466347754,-0.00035621534729313176,0.00015710249934164366,0.0026392058301457173,-8.299294216016807e-06,0
1727,2.53125,0.75,37.73553169512437,37.89248282586069,0.0018025888500721268,-0.0005168489058999803,-0.00040905385710354736,0.00010779504879643298,0.0018108771180381626,-8.288267966035821e-06,0
1728,2.578125,0.640625,1196187259512.582,1205659494369.0007,0.00342549802562435,-0.00020755208360545563,-2.3847021324296946e-06,0.00020516738147302593,0.0034466603116339403,-2.116228600959006e-05,0
1729,2.578125,0.65625,38080360141.19994,38446845282.81089,0.004159662974325052,-0.00025116409100411907,-2.3872745978925636e-06,0.0002487768164062265,0.004179266574471128,-1.9603600146076046e-05,0
1730,2.625,0.640625,1193973682035.275,1203402110895.0793,0.0034160149193977357,-0.00020739897739263657,-2.7947285029528146e-06,0.00020460424888968376,0.0034372001006040087,-2.118518120627303e-05,0
1731,2.625,0.65625,38059421631.03224,38424719585.73949,0.0041485225509762325,-0.00025091212984651445,-2.7977856178473814e-06,0.00024811434422866707,0.004168137531708275,-1.9614980732042715e-05,0
1732,2.578125,0.671875,1043466667.6611887,1055292941.8815953,0.0048944528695290986,-0.00029476738254485824,-2.3897501504333007e-06,0.00029237763239442494,0.004911728045404974,-1.727517587587525e-05,0
1733,2.578125,0.6875,26422720.90421402,26767394.41070662,0.005628560731319043,-0.0003383241851122598,-2.3924780530037992e-06,0.000335931707059256,0.005643404296665952,-1.4843565346908671e-05,0
1734,2.625,0.671875,1044218898.0810089,1056024785.6321288,0.004882562782043382,-0.0002944709144095947,-2.8007216044123595e-06,0.00029167019280518236,0.004899843583373949,-1.7280801330566732e-05,0
1735,2.625,0.6875,26473811.442225013,26818475.041854307,0.0056176079635899484,-0.0003380837748080401,-2.8038791554108045e-06,0.0003352798956526293,0.005632454346972384,-1.4846383382435824e-05,0
1736,2.578125,0.703125,650294.5121569069,659888.5669481073,0.006360514950792145,-0.00038177962901786433,-2.4083318286294286e-06,0.0003793712971892349,0.006373157292389241,-1.2642341597096304e-05,0
1737,2.578125,0.71875,16132.130683423,16397.25957394807,0.007079540255711695,-0.00042504093675144183,-2.978237793160865e-06,0.00042206269895828097,0.007090341276846027,-1.0801021134331651e-05,0
1738,2.625,0.703125,652293.84936776,661906.9911022997,0.006353684680522126,-0.00038178441669101115,-2.819612251236947e-06,0.0003789648044397742,0.006366328514751812,-1.2643834229685881e-05,0
1739,2.625,0.71875,16195.514349287347,16461.820920366943,0.007083127698187476,-0.0004256503365558384,-3.374037473968805e-06,0.0004222762990818696,0.0070939296009901835,-1.0801902802707111e-05,0
1740,2.578125,0.75,33.52922659849249,33.787874667186145,0.0033373386448837614,-0.0005104713662411609,-0.0003113186728866957,0.00019915269335446517,0.0033456179983955415,-8.279353511780104e-06,0
1741,2.625,0.75,30.18059187525623,30.377489375101167,0.0028241251125367267,-0.000514350824581955,-0.00034574836877332427,0.00016860245580863076,0.0028323965959278193,-8.271483391092578e-06,0
1742,2.296875,0.78125,71.04776715757886,71.17310889133383,0.0007655027718561032,-0.0006054449592520772,-0.0005594408758687885,4.600408338328865e-05,0.0007728345862381928,-7.3318143820896116e-06,0
1743,2.296875,0.8125,65.97965602191314,66.16862638856317,0.0012420720409262024,-0.0006720554202326312,-0.0005977087214483756,7.43466987842556e-05,0.0012489695689486921,-6.8975280224897306e-06,0
1744,2.34375,0.78125,56.726990346762065,56.496532736809385,-0.001767947221691444,-0.0006195693948660708,-0.0007243735609413493,-0.00010480416607527854,-0.0017606324997282582,-7.314721963185868e-06,0
1745,2.34375,0.8125,52.544707633449015,52.25995841430549,-0.002359920098147719,-0.0007296192542185498,-0.0008696873150670914,-0.00014006806084854162,-0.002353039858422462,-6.880239725256913e-06,0
1746,2.390625,0.78125,46.17487260671157,46.27042225785561,0.0008977569075257309,-0.0005991093789816659,-0.0005452346268577379,5.3874752123928005e-05,0.0009050560016484493,-7.299094122718407e-06,0
1747,2.390625,0.8125,42.97127507399463,43.10500430155623,0.0013494522009630863,-0.0006651039245062496,-0.0005843672064336225,8.073671807262706e-05,0.0013563171683267194,-6.86496736363308e-06,0
1748,2.4375,0.78125,37.070543931001765,36.937706832584745,-0.00155902835676406,-0.0006142585639317133,-0.0007066284588532756,-9.236989492156233e-05,-0.0015517459380247696,-7.282418739290369e-06,0
1749,2.4375,0.8125,34.426833514133534,34.25928505770013,-0.0021187837053699794,-0.0007237528783614611,-0.0008494688619260504,-0.00012571598356458935,-0.0021119355717227513,-6.848133647228104e-06,0
1750,2.296875,0.84375,61.383802939928074,61.6641375502907,0.0019788707478464495,-0.0006837281850176069,-0.0005655325234819042,0.00011819566153570271,0.001985599722029813,-6.728974183363434e-06,0
1751,2.296875,0.875,56.96030517256026,57.37193594062683,0.0031271973999724163,-0.0005045835217032391,-0.00031803531156460174,0.00018654821013863732,0.0031338719999003486,-6.674599927932335e-06,0
1752,2.34375,0.84375,48.68799315784539,48.32905045347901,-0.0032136115740452474,-0.000893864474132533,-0.0010847597919247942,-0.0001908953177922612,-0.0032069001943071454,-6.711379738102031e-06,0
1753,2.34375,0.875,44.88509935878226,44.41748514645381,-0.004548225100438544,-0.0012481368593966202,-0.0015184802211962722,-0.000270343361799652,-0.00454156859116058,-6.656509277964268e-06,0
1754,2.390625,0.84375,40.08135730669288,40.27086146966063,0.002048500119039366,-0.0006762971232363579,-0.0005539586004168484,0.00012233852281950952,0.002055196728439816,-6.696609400449853e-06,0
1755,2.390625,0.875,37.308514388599825,37.57881884015611,0.003135169500489982,-0.0004968506718916466,-0.0003098298236152708,0.00018702084827637577,0.0031418119711541215,-6.642470664139453e-06,0
1756,2.4375,0.84375,32.0011718807874,31.786713444606665,-0.0029202556530778835,-0.0008875271969646104,-0.0010609619810990623,-0.0001734347841344519,-0.0029135761388639947,-6.6795142138888035e-06,0
1757,2.4375,0.875,29.61447981768667,29.3316252885003,-0.004167980355883499,-0.0012413773416972695,-0.0014890879711688676,-0.00024771062947159805,-0.004161355422289027,-6.624933594471909e-06,0
1758,2.34375,0.9375,39.155784430935434,39.556239808465456,0.004419072255829159,0.0010694563746467267,0.0013329020568642047,0.000263445682217478,0.0044256926742016625,-6.620418372503892e-06,0
1759,2.34375,1.0,32.598516239053744,32.56822354275433,-0.0004037627733550483,0.0008914991402324546,0.0008678589254502711,-2.3640214782183477e-05,-0.0003971381291863211,-6.624644168727199e-06,0
1760,2.4375,0.9375,26.025640286328905,26.281628519410802,0.004250849534806927,0.0010756329140462206,0.0013290630521030078,0.00025343013805678716,0.0042574389376172795,-6.589402810352335e-06,0
1761,2.4375,1.0,21.93246242041586,21.919141815222844,-0.00026384738299598415,0.0008976029168139554,0.0008822895743767489,-1.53133424372065e-05,-0.0002572528305320237,-6.594552463960442e-06,0
1762,2.484375,0.78125,30.493752330151764,30.56006966690829,0.0009434713108171657,-0.0005946261595941582,-0.0005380320675847372,5.6594092009421004e-05,0.0009507389010931847,-7.267590276018965e-06,0
1763,2.484375,0.8125,28.466091035242624,28.555977087082788,0.0013691909091811973,-0.0006601332203577392,-0.0005782233888500521,8.190983150768716e-05,0.0013760246066565193,-6.8336974753219985e-06,0
1764,2.53125,0.78125,24.92300440341216,24.84574002184525,-0.0013484576276828202,-0.0006104150502206362,-0.0006902522157713475,-7.98371655507113e-05,-0.0013412053510716705,-7.2522766111496936e-06,0
1765,2.53125,0.8125,23.23404389419705,23.13497963223021,-0.001855684011072196,-0.0007194381303055053,-0.0008294945057789604,-0.00011005637547345515,-0.0018488657342274084,-6.818276844787561e-06,0
1766,2.578125,0.78125,21.057687935897356,21.11016783687519,0.0010810008123575683,-0.0005912919869157651,-0.0005265129273703817,6.477905954538343e-05,0.0010882403038779296,-7.2394915203613346e-06,0
1767,2.578125,0.8125,19.740400874622733,19.80799215918214,0.0014844876485811604,-0.0006563742682919038,-0.0005676028879206818,8.877138037122201e-05,0.00149129355425671,-6.805905675549666e-06,0
1768,2.625,0.78125,17.892274358055847,17.858766639597317,-0.0008140865878423352,-0.0006074463946623698,-0.0006554758562526963,-4.8029461590326505e-05,-0.0008068594425878043,-7.227145254530901e-06,0
1769,2.625,0.8125,16.759536186323984,16.71099573489974,-0.0012596671622321653,-0.0007160352221122768,-0.0007906143188372017,-7.457909672492491e-05,-0.0012528736825210326,-6.793479711132743e-06,0
1770,2.484375,0.84375,26.649275464526347,26.77390410185036,0.0020262975024809616,-0.0006709450628943348,-0.0005499300273732466,0.00012101503552108817,0.002032963120389307,-6.665617908345467e-06,0
1771,2.484375,0.875,24.91168044764549,25.086731615938458,0.003041059263145606,-0.0004912839625343945,-0.00030986698618917785,0.0001814169763452167,0.0030476710661138883,-6.61180296828226e-06,0
1772,2.53125,0.84375,21.694790624990404,21.56638705334799,-0.0025780678830634144,-0.0008827842461149871,-0.0010358515710369165,-0.00015306732492192943,-0.0025714178834307174,-6.649999632696996e-06,0
1773,2.53125,0.875,20.183482870152755,20.012200127146375,-0.0037012731135255246,-0.0012361877251203524,-0.001456118671853135,-0.00021993094673278257,-0.0036946772920802735,-6.595821445251095e-06,0
1774,2.578125,0.84375,18.57007145901013,18.66007242936062,0.002099750194198981,-0.000666849526297808,-0.0005414637469411954,0.00012538577935661266,0.0021063883851758615,-6.63819097688036e-06,0
1775,2.578125,0.875,17.454014961681672,17.57646950915937,0.0030363011917730544,-0.00048701940204898264,-0.0003058872647485611,0.00018113213730042155,0.0030428859807662537,-6.58478899319935e-06,0
1776,2.625,0.84375,15.735983198111509,15.667563415197458,-0.0018924219964810492,-0.0008789589825710653,-0.0009912137074736815,-0.00011225472490261623,-0.0018857963792168451,-6.6256172642040635e-06,0
1777,2.625,0.875,14.73318578698594,14.63590136431492,-0.0028771913988518624,-0.0012318657191983107,-0.001402743446678345,-0.00017087772748003438,-0.0028706194777119924,-6.57192113987003e-06,0
1778,2.53125,0.9375,17.913303592948502,18.07996535892804,0.004021907690342784,0.0010799019829748069,0.001319702342129636,0.00023980035915482922,0.004028468729680496,-6.561039337712321e-06,0
1779,2.53125,1.0,15.31886463825816,15.314925882205983,-0.00011167929266257501,0.0009019612105385377,0.000895704269044284,-6.256941494253709e-06,-0.00010511199083220313,-6.567301830371887e-06,0
1780,2.625,0.9375,13.227358382109,13.352576695811779,0.0040919607085857556,0.0010830871528244579,0.001327056147316208,0.00024396899449175002,0.0040984987211259375,-6.538012540181944e-06,0
1781,2.625,1.0,11.486972326650289,11.495635725875855,0.00032741859825469535,0.0009053746735241397,0.0009252543604383323,1.9879686914192618e-05,0.0003339640414714981,-6.545443216802722e-06,0
1782,2.671875,0.53125,1.520610688377016e+17,1.5207274457466285e+17,3.3345244187255526e-05,-1.3644662088141413e-05,-3.226112150533922e-06,1.041854993760749e-05,0.00017502393566127915,-0.0001416786914740236,0
1783,2.671875,0.5625,6.755871197954866e+16,6.759752086311424e+16,0.00024940743153433923,-1.6569383843534347e-05,-3.266656524281153e-06,1.3302727319253194e-05,0.00022347598316346695,2.5931448370872283e-05,0
1784,2.71875,0.53125,1.5099096169430576e+17,1.5100188525392195e+17,3.141823863749133e-05,-1.3970827847931133e-05,-3.850674889727124e-06,1.012015295820401e-05,0.00017001108703672014,-0.00013859284839922882,0
1785,2.71875,0.5625,6.721457397609447e+16,6.725302771661941e+16,0.0002483906541581343,-1.711856069336326e-05,-3.878470911211629e-06,1.3240089782151632e-05,0.00022242371885324163,2.5966935304892687e-05,0
1786,2.671875,0.59375,5600557743107162.0,5616796889820686.0,0.0012574402728932606,-7.780070953350426e-05,-3.2854150691097317e-06,7.451529446439453e-05,0.0012518018517183789,5.63842117488173e-06,0
1787,2.71875,0.59375,5567900282640301.0,5583994227513831.0,0.0012535119116548765,-7.818812441273693e-05,-3.891859018723132e-06,7.42962653940138e-05,0.0012481223252821818,5.389586372694715e-06,0
1788,2.671875,0.625,29100109487559.96,29280089898099.207,0.0026777827963698005,-0.0001639311622003703,-3.2933571764148795e-06,0.00016063780502395542,0.0026985963516664097,-2.081355529660921e-05,0
1789,2.71875,0.625,28980070963592.273,29158711457080.855,0.00266888371223753,-0.0001640088071461765,-3.8975812938213394e-06,0.00016011122585235515,0.0026897502109267993,-2.086649868926916e-05,0
1790,2.765625,0.53125,1.5070611683791533e+17,1.5071666470995136e+17,3.0395065690925257e-05,-1.4557800085301942e-05,-4.552207513497386e-06,1.0005592571804556e-05,0.00016808655724912154,-0.00013769149155819628,0
1791,2.765625,0.5625,6.710730035434217e+16,6.714551719965072e+16,0.0002472553765940884,-1.773479357619623e-05,-4.566320483068154e-06,1.3168473093128075e-05,0.000221220611429752,2.6034765164336434e-05,0
1792,2.8125,0.53125,1.5069254808461078e+17,1.5070293641345955e+17,2.993803244608877e-05,-1.52624917298394e-05,-5.288159238392431e-06,9.974332491446969e-06,0.00016756141101226151,-0.00013762337856617273,0
1793,2.8125,0.5625,6.709472487417401e+16,6.713279086946111e+16,0.00024632583048188436,-1.840415230547343e-05,-5.292625106512183e-06,1.3111527198961248e-05,0.00022026396251253067,2.6061867969353692e-05,0
1794,2.765625,0.59375,5554870710083406.0,5570868037666878.0,0.0012489158769865868,-7.860003128978832e-05,-4.5734424589660705e-06,7.402658883082225e-05,0.0012435919584146183,5.323918571968492e-06,0
1795,2.8125,0.59375,5552055944713065.0,5567993094485216.0,0.0012448543918939891,-7.90801630382032e-05,-5.295082593170797e-06,7.37850804450324e-05,0.001239534796100354,5.319595793635071e-06,0
1796,2.765625,0.625,28925977943111.47,29103624328450.242,0.0026590251482975997,-0.00016410160838353782,-4.576504913478274e-06,0.00015952510347005955,0.0026799037882726984,-2.087863997509874e-05,0
1797,2.8125,0.625,28914012063284.188,29091046572024.51,0.002650987716987457,-0.00016434279510657568,-5.296130592857828e-06,0.00015904666451371785,0.002671866367555413,-2.087865056795606e-05,0
1798,2.671875,0.640625,1190014256005.317,1199378857133.6428,0.0034042246097379988,-0.00020720121029349503,-3.2969130542293e-06,0.00020390429723926573,0.003425441430408787,-2.1216820670788387e-05,0
1799,2.671875,0.65625,37985277693.34135,38348521039.59799,0.004133313794329793,-0.0002505101594786341,-3.300205763112629e-06,0.00024720995371552146,0.0041529444397776895,-1.9630645447896167e-05,0
1800,2.71875,0.640625,1186409047881.262,1195715339663.2266,0.0033933507008739303,-0.00020715877583443731,-3.90018950213733e-06,0.00020325858633229998,0.003414593964598923,-2.124326372499258e-05,0
1801,2.71875,0.65625,37912365041.931595,38273827884.16267,0.004121022186878719,-0.0002503816819635629,-3.902625157259365e-06,0.00024647905680630355,0.004140665912115004,-1.9643725236284833e-05,0
1802,2.671875,0.671875,1043539992.2618684,1055291188.4775589,0.004863214390893917,-0.0002938222529613732,-3.3033446575903014e-06,0.0002905189083037829,0.004880502854989722,-1.728846409580504e-05,0
1803,2.671875,0.6875,26488432.204559535,26831742.358696602,0.005592621072240322,-0.0003370993245074283,-3.3065866356096763e-06,0.0003337927378718186,0.005607471195832778,-1.4850123592455994e-05,0
1804,2.71875,0.671875,1042648898.0400107,1054359067.7640183,0.0048504488683775064,-0.00029366436729960643,-3.9049648531408465e-06,0.0002897594024464656,0.004867743718151915,-1.7294849774408122e-05,0
1805,2.71875,0.6875,26492327.89496399,26834975.813532207,0.005581086530492679,-0.00033701374748706936,-3.9074349000856046e-06,0.00033310631258698375,0.0055959397585782,-1.4853228085520524e-05,0
1806,2.671875,0.703125,653370.0702098345,662947.8598028922,0.006320136622865846,-0.00038028622976848947,-3.3183101629807865e-06,0.0003769679196055087,0.006332782325997282,-1.2645703131435385e-05,0
1807,2.671875,0.71875,16235.995545404021,16501.256063436464,0.0070380801578102834,-0.00042329001705443403,-3.6951777977467515e-06,0.0004195948392566873,0.007048883058550825,-1.080290074054191e-05,0
1808,2.71875,0.703125,654075.0799996164,663652.3295222282,0.006313020173034705,-0.00038046249099354945,-3.918096540989069e-06,0.0003765443944525604,0.006325667416574716,-1.2647243540010386e-05,0
1809,2.71875,0.71875,16265.97242632175,16531.85281052119,0.007041498175780654,-0.0004240873524925526,-4.289002243806905e-06,0.0004197983502487457,0.007052301892744998,-1.0803716964343998e-05,0
1810,2.671875,0.75,27.98927508819927,28.2653103514515,0.004262107803797902,-0.0005082375973348707,-0.0002540374973460935,0.00025420009998877724,0.004270373728778554,-8.265924980652324e-06,0
1811,2.71875,0.75,26.373846720912702,26.615023626532484,0.003953378204370215,-0.0005123355637470794,-0.00027651329492239807,0.00023582226882468138,0.00396163975346325,-8.261549093035656e-06,0
1812,2.765625,0.640625,1184766871544.841,1194025631556.109,0.0033807477384903647,-0.00020708667170821204,-4.577937383620778e-06,0.00020250873432459127,0.0034019970052966545,-2.124926680628983e-05,0
1813,2.765625,0.65625,37881422594.58129,38241212400.85517,0.004105372628694735,-0.00025012695967574494,-4.579288678141502e-06,0.00024554767099760344,0.004125019319178944,-1.964669048420964e-05,0
1814,2.8125,0.640625,1184506840808.1912,1193737299903.194,0.0033711909646740685,-0.0002072365129797138,-5.296660208320425e-06,0.00020193985277139337,0.003392440215823833,-2.1249251149764274e-05,0
1815,2.8125,0.65625,37883300539.58598,38242178703.73274,0.004094817203450058,-0.0002502165149527169,-5.29717050623546e-06,0.00024491934444648145,0.004114463897693572,-1.964669424351414e-05,0
1816,2.765625,0.671875,1042429833.1676049,1054090410.4193991,0.004831030457544461,-0.00029318417912505,-4.580598399805957e-06,0.00028860358072524406,0.004848326767829416,-1.7296310284955693e-05,0
1817,2.765625,0.6875,26503035.187552623,26844295.287275154,0.005556394238624122,-0.0003362185214254021,-4.58200883046711e-06,0.000331636512594935,0.005571248205455754,-1.4853966831631683e-05,0
1818,2.8125,0.671875,1042818318.7535568,1054457414.4604298,0.004820393288166026,-0.0002932680643280561,-5.297674630311278e-06,0.0002879703896977448,0.004837689626737613,-1.729633857158741e-05,0
1819,2.8125,0.6875,26522469.162202947,26863420.60524594,0.005547358832393739,-0.0003363969803981126,-5.2983099606551676e-06,0.00033109867043745744,0.005562212854881057,-1.485402248731834e-05,0
1820,2.765625,0.703125,654732.6477289532,664269.1730840969,0.0062801012748628544,-0.00037917378374363597,-4.588909342184699e-06,0.0003745848744014513,0.006292748928550358,-1.2647653687503611e-05,0
