id,mesh,branch,bias_V,contact,component,reference_delta_dex,candidate_delta_dex,error_dex,pass
P1,M1,forward,0.72,Cathode,electron,0.2898489702591749,0.2898616570975402,1.2686838365305597e-05,True
P1,M1,forward,0.72,Cathode,hole,0.16868769541229753,0.16869316041935822,5.465007060695415e-06,True
P1,M1,forward,0.74,Anode,total,0.2563640898866613,0.2563781475044551,1.4057617793772348e-05,True
P1,M1,forward,0.74,Anode,electron,0.28989612928361325,0.2899132055555629,1.7076271949634236e-05,True
P1,M1,forward,0.74,Anode,hole,0.16866919203124217,0.16867637416793657,7.182136694400265e-06,True
P1,M1,forward,0.74,Cathode,total,0.25636408988666,0.2563781475044562,1.4057617796214839e-05,True
P1,M1,forward,0.74,Cathode,electron,0.28987436231742547,0.28989143643600757,1.70741185820944e-05,True
P1,M1,forward,0.74,Cathode,hole,0.16870196250313801,0.16870914624031738,7.183737179367045e-06,True
P1,M1,forward,0.76,Anode,total,0.2563874818765528,0.256405347371896,1.7865495343216686e-05,True
P1,M1,forward,0.76,Anode,electron,0.2899214247082987,0.2899432497728992,2.182506460052247e-05,True
P1,M1,forward,0.76,Anode,hole,0.16868707070189135,0.16869591761371422,8.846911822874004e-06,True
P1,M1,forward,0.76,Cathode,total,0.25638748187654486,0.2564053473718967,1.7865495351820915e-05,True
P1,M1,forward,0.76,Cathode,electron,0.28990193381498464,0.28992375622168864,2.182240670400848e-05,True
P1,M1,forward,0.76,Cathode,hole,0.1687164135867523,0.16872526260555995,8.849018807655096e-06,True
P1,M1,forward,0.78,Anode,total,0.25640894519685253,0.2564302989758304,2.135377897788393e-05,True
P1,M1,forward,0.78,Anode,electron,0.2899447874320466,0.2899710616862477,2.6274254201097413e-05,True
P1,M1,forward,0.78,Anode,hole,0.16870296931485504,0.16871311565792615,1.0146343071115727e-05,True
P1,M1,forward,0.78,Cathode,total,0.2564089451968641,0.2564302989596061,2.135376274203793e-05,True
P1,M1,forward,0.78,Cathode,electron,0.28992779312067285,0.2899540644966784,2.6271376005526648e-05,True
P1,M1,forward,0.78,Cathode,hole,0.1687285529229649,0.16873870157616175,1.0148653196845325e-05,True
P1,M1,forward,0.8,Anode,total,0.25642607609056794,0.2564502207809738,2.4144690405847324e-05,True
P1,M1,forward,0.8,Anode,electron,0.2899636051150659,0.2899935393082516,2.99341931856989e-05,True
P1,M1,forward,0.8,Anode,hole,0.16871512104362074,0.16872607858680194,1.0957543181200347e-05,True
P1,M1,forward,0.8,Cathode,total,0.2564260760905712,0.2564502207781776,2.4144687606364457e-05,True
P1,M1,forward,0.8,Cathode,electron,0.28994901063092166,0.28997894203808566,2.9931407164007773e-05,True
P1,M1,forward,0.8,Cathode,hole,0.16873709131521988,0.16874805102720455,1.0959711984670495e-05,True
P1,M1,reverse,-0.1,Anode,total,0.09585759954001243,0.09584322161045009,1.4377929562339742e-05,True
P1,M1,reverse,-0.1,Anode,electron,0.28980454912699727,0.28980455415380185,5.026804583696531e-09,True
P1,M1,reverse,-0.1,Anode,hole,0.023870479928446233,0.023865544046482584,4.935881963648997e-06,True
P1,M1,reverse,-0.1,Cathode,total,0.09585759954000601,0.09584322181384845,1.437772615756061e-05,True
P1,M1,reverse,-0.1,Cathode,electron,0.0875903218371194,0.08757569291661375,1.462892050564657e-05,True
P1,M1,reverse,-0.1,Cathode,hole,0.1686435110068884,0.16864351334407648,2.3371880819578195e-09,True
P1,M1,reverse,-0.2,Anode,total,0.0701738902408563,0.07016185188679805,1.2038354058246936e-05,True
P1,M1,reverse,-0.2,Anode,electron,0.2898045402380275,0.2898045394901638,7.478636598889921e-10,True
P1,M1,reverse,-0.2,Anode,hole,0.01586014915883517,0.015856738790588323,3.410368246848511e-06,True
P1,M1,reverse,-0.2,Cathode,total,0.0701738902408604,0.07016185188820342,1.2038352656978946e-05,True
P1,M1,reverse,-0.2,Cathode,electron,0.062226988399651115,0.062215450879003466,1.1537520647648958e-05,True
P1,M1,reverse,-0.2,Cathode,hole,0.16864344556750496,0.16864343985035243,5.717152529172154e-09,True
P1,M1,reverse,-0.3,Anode,total,0.05606788868002475,0.056057605003811774,1.0283676212974324e-05,True
P1,M1,reverse,-0.3,Anode,electron,0.2898045258110627,0.28980452565496345,1.5609924464143887e-10,True
P1,M1,reverse,-0.3,Anode,hole,0.012056712016758545,0.012054073022391185,2.638994367360273e-06,True
P1,M1,reverse,-0.3,Cathode,total,0.0560678886800239,0.056057605004967835,1.0283675056066421e-05,True
P1,M1,reverse,-0.3,Cathode,electron,0.04892266463047636,0.04891312021734177,9.544413134596197e-06,True
P1,M1,reverse,-0.3,Cathode,hole,0.16864337169407975,0.1686433704305949,1.2634848445269853e-09,True
P1,M1,reverse,-0.4,Anode,total,0.04712856644913503,0.04711943606593018,9.130383204852821e-06,True
P1,M1,reverse,-0.4,Anode,electron,0.28980451268220797,0.28980451251632683,1.6588114215565497e-10,True
P1,M1,reverse,-0.4,Anode,hole,0.009830901564890464,0.009828695926108112,2.205638782351582e-06,True
P1,M1,reverse,-0.4,Cathode,total,0.04712856644912976,0.04711943606695239,9.130382177369167e-06,True
P1,M1,reverse,-0.4,Cathode,electron,0.04070891521698905,0.04070061010069596,8.305116293093329e-06,True
P1,M1,reverse,-0.4,Cathode,hole,0.16864330578075584,0.16864330448934733,1.2914085079085424e-09,True
P1,M1,reverse,-0.5,Anode,total,0.040935535318331995,0.04092704447802741,8.490840304582747e-06,True
P1,M1,reverse,-0.5,Anode,electron,0.28980450014136183,0.2898044999784316,1.6293022486735254e-10,True
P1,M1,reverse,-0.5,Anode,hole,0.008365107234259856,0.00836313836910948,1.9688651503764476e-06,True
P1,M1,reverse,-0.5,Cathode,total,0.040935535318329976,0.04092704447894845,8.490839381522508e-06,True
P1,M1,reverse,-0.5,Cathode,electron,0.03511444992605323,0.035106832780165756,7.617145887477139e-06,True
P1,M1,reverse,-0.5,Cathode,hole,0.1686432426808336,0.16864324155975316,1.1210804506944783e-09,True
P1,M1,reverse,-0.6,Anode,total,0.03638144842978301,0.03637312865278252,8.319777000491413e-06,True
P1,M1,reverse,-0.6,Anode,electron,0.289804488187263,0.289804487964765,2.2249802000828822e-10,True
P1,M1,reverse,-0.6,Anode,hole,0.007324597593462505,0.007322724725649604,1.8728678129013854e-06,True
P1,M1,reverse,-0.6,Cathode,total,0.03638144842979197,0.03637312865362618,8.319776165791049e-06,True
P1,M1,reverse,-0.6,Cathode,electron,0.031049582048375282,0.031042193653203442,7.3883951718402285e-06,True
P1,M1,reverse,-0.6,Cathode,hole,0.1686431826636606,0.16864318126074118,1.4029194195241956e-09,True
P1,M1,reverse,-0.7,Anode,total,0.032885640318900816,0.032877041978262925,8.598340637891444e-06,True
P1,M1,reverse,-0.7,Anode,electron,0.2898044766954249,0.289804476411427,2.8399793627897907e-10,True
P1,M1,reverse,-0.7,Anode,hole,0.006546429935455609,0.006544537404221249,1.8925312343601869e-06,True
P1,M1,reverse,-0.7,Cathode,total,0.03288564031890466,0.03287704197904412,8.598339860541038e-06,True
P1,M1,reverse,-0.7,Cathode,electron,0.02795710326192786,0.02794952648291657,7.576779011288226e-06,True
P1,M1,reverse,-0.7,Cathode,hole,0.16864312498282846,0.1686431232720938,1.7107346650391264e-09,True
P1,M1,reverse,-0.8,Anode,total,0.030113670889280495,0.030104361099762944,9.309789517551043e-06,True
P1,M1,reverse,-0.8,Anode,electron,0.28980446560559353,0.2898044652636392,3.419543537219738e-10,True
P1,M1,reverse,-0.8,Anode,hole,0.005941657555190711,0.005939644336958564,2.0132182321462577e-06,True
P1,M1,reverse,-0.8,Cathode,total,0.03011367088927735,0.030104361100494168,9.309788783180145e-06,True
P1,M1,reverse,-0.8,Cathode,electron,0.025521921563860933,0.02551376803356987,8.153530291064859e-06,True
P1,M1,reverse,-0.8,Cathode,hole,0.16864306931967987,0.1686430673190925,2.0005873624384662e-09,True
P1,M1,reverse,-0.9,Anode,total,0.0278591160289991,0.027848696566176962,1.0419462822139347e-05,True
P1,M1,reverse,-0.9,Anode,electron,0.2898044548649507,0.28980445447419023,3.907604795294617e-10,True
P1,M1,reverse,-0.9,Anode,hole,0.00545756801251126,0.005455346776219909,2.221236291350369e-06,True
P1,M1,reverse,-0.9,Cathode,total,0.02785911602900706,0.02784869656686578,1.04194621412812e-05,True
P1,M1,reverse,-0.9,Cathode,electron,0.02355226422941104,0.023543184172482332,9.080056928706393e-06,True
P1,M1,reverse,-0.9,Cathode,hole,0.1686430154104401,0.16864301316463476,2.2458053472451667e-09,True
P1,M1,reverse,-1.0,Anode,total,0.02598758712629989,0.025975725756883897,1.186136941599275e-05,True
P1,M1,reverse,-1.0,Anode,electron,0.28980444442719533,0.2898044440024333,4.2476200334817804e-10,True
P1,M1,reverse,-1.0,Anode,hole,0.005060922663518424,0.0050584236719548896,2.498991563534489e-06,True
P1,M1,reverse,-1.0,Cathode,total,0.025987587126298346,0.025975725757542537,1.1861368755809037e-05,True
P1,M1,reverse,-1.0,Cathode,electron,0.02192465778432509,0.021914363748501507,1.0294035823584652e-05,True
P1,M1,reverse,-1.0,Cathode,hole,0.16864296302116957,0.16864296060495967,2.4162098988256275e-09,True
P1,M2,forward,0.02,Anode,total,0.16566286136070427,0.16564822695146206,1.4634409242209045e-05,True
P1,M2,forward,0.02,Anode,electron,0.2898045165488219,0.28980457325607806,5.6707256168575526e-08,True
P1,M2,forward,0.02,Anode,hole,0.056749679075949966,0.05674020768585928,9.471390090685927e-06,True
P1,M2,forward,0.02,Cathode,total,0.16566286136069505,0.16564816759758383,1.4693763111223168e-05,True
P1,M2,forward,0.02,Cathode,electron,0.16502299502855458,0.16500519875900763,1.779626954695468e-05,True
P1,M2,forward,0.02,Cathode,hole,0.16864352507083757,0.16864360896678798,8.389595040902975e-08,True
P1,M2,forward,0.04,Anode,total,0.18068086629118407,0.18066742317354445,1.3443117639622137e-05,True
P1,M2,forward,0.04,Anode,electron,0.28980459216693577,0.2898045765759313,1.5591004487447435e-08,True
P1,M2,forward,0.04,Anode,hole,0.06727205931911706,0.06726183201442353,1.0227304693535832e-05,True
P1,M2,forward,0.04,Cathode,total,0.18068086629119612,0.1806674173829069,1.3448908289220851e-05,True
P1,M2,forward,0.04,Cathode,electron,0.18355936196981862,0.18354242919082786,1.693277899075807e-05,True
P1,M2,forward,0.04,Cathode,hole,0.1686436308212238,0.16864362548357403,5.337649766623542e-09,True
P1,M2,forward,0.06,Anode,total,0.19520234030730654,0.19519065525861512,1.1685048691423283e-05,True
P1,M2,forward,0.06,Anode,electron,0.28980457736932025,0.28980457995974124,2.590420988823894e-09,True
P1,M2,forward,0.06,Anode,hole,0.07932094293936642,0.07931032002656112,1.0622912805305362e-05,True
P1,M2,forward,0.06,Cathode,total,0.19520234030730235,0.19519058678210602,1.1753525196334103e-05,True
P1,M2,forward,0.06,Cathode,electron,0.20221062138078158,0.20219521639484134,1.5404985940242755e-05,True
P1,M2,forward,0.06,Cathode,hole,0.1686436058168141,0.16864364224835443,3.6431540340053914e-08,True
P1,M2,forward,0.08,Anode,total,0.20843680098098197,0.2084272379602757,9.56302070626025e-06,True
P1,M2,forward,0.08,Anode,electron,0.2898045739612734,0.28980458343267634,9.471402939720264e-09,True
P1,M2,forward,0.08,Anode,hole,0.09237151782618383,0.09236092301868729,1.0594807496544512e-05,True
P1,M2,forward,0.08,Cathode,total,0.20843680098098655,0.20842692949868757,9.871482298973167e-06,True
P1,M2,forward,0.08,Cathode,electron,0.2198754290612163,0.21986203021294493,1.3398848271367614e-05,True
P1,M2,forward,0.08,Cathode,hole,0.1686436631007629,0.16864365929449826,3.806264636807555e-09,True
P1,M2,forward,0.1,Anode,total,0.21983105330676384,0.21982422398790943,6.8293188544010786e-06,True
P1,M2,forward,0.1,Anode,electron,0.28980458698399636,0.2898045870148453,3.0848934517990756e-11,True
P1,M2,forward,0.1,Anode,hole,0.10564379707790109,0.1056337786054302,1.0018472470882389e-05,True
P1,M2,forward,0.1,Cathode,total,0.21983105330677657,0.21982305163111332,8.001675663255048e-06,True
P1,M2,forward,0.1,Cathode,electron,0.23562717861729987,0.2356160239380952,1.1154679204677942e-05,True
P1,M2,forward,0.1,Cathode,hole,0.16864367424767365,0.16864367659722027,2.3495466128231612e-09,True
P1,M2,forward,0.12,Anode,total,0.2291556788305961,0.22915222064877763,3.4581818184609148e-06,True
P1,M2,forward,0.12,Anode,electron,0.2898045871612119,0.28980459070301984,3.541807958029608e-09,True
P1,M2,forward,0.12,Anode,hole,0.11828476400431787,0.11827579333815381,8.97066616405151e-06,True
P1,M2,forward,0.12,Cathode,total,0.22915567883060817,0.22914942330679472,6.255523813447628e-06,True
P1,M2,forward,0.12,Cathode,electron,0.24891419205578913,0.24890528412408405,8.907931705076644e-06,True
P1,M2,forward,0.12,Cathode,hole,0.16864368413902117,0.1686436941293854,9.990364230327842e-09,True
P1,M2,forward,0.14,Anode,total,0.236469615802398,0.23646965282545385,3.7023055843299346e-08,True
P1,M2,forward,0.14,Anode,electron,0.28980458771577966,0.2898045944983717,6.7825920435637954e-09,True
P1,M2,forward,0.14,Anode,hole,0.1295864718872987,0.12957884286722007,7.629020078614435e-06,True
P1,M2,forward,0.14,Cathode,total,0.236469615802392,0.23646492290387439,4.692898517622002e-06,True
P1,M2,forward,0.14,Cathode,electron,0.2595985403149226,0.25959167128156696,6.869033355616505e-06,True
P1,M2,forward,0.14,Cathode,hole,0.16864370471853882,0.16864371203423745,7.315698630216971e-09,True
P1,M2,forward,0.16,Anode,total,0.24201655034729058,0.24201971879511308,3.168447822499143e-06,True
P1,M2,forward,0.16,Anode,electron,0.28980460335072505,0.2898045984098186,4.940906461747829e-09,True
P1,M2,forward,0.16,Anode,hole,0.1391311968023211,0.1391249935883181,6.20321400301993e-06,True
P1,M2,forward,0.16,Cathode,total,0.24201655034729866,0.24201310331387696,3.447033421699608e-06,True
P1,M2,forward,0.16,Cathode,electron,0.26786184411963315,0.26785668133736545,5.162782267698063e-06,True
P1,M2,forward,0.16,Cathode,hole,0.16864373796873505,0.16864373034345986,7.625275189049319e-09,True
P1,M2,forward,0.18,Anode,total,0.24611704211937363,0.24612216083842814,5.11871905450878e-06,True
P1,M2,forward,0.18,Anode,electron,0.28980460288892496,0.28980460245709727,4.3182768472149746e-10,True
P1,M2,forward,0.18,Anode,hole,0.1468117957045422,0.14680695905360355,4.836650938644382e-06,True
P1,M2,forward,0.18,Cathode,total,0.2461170421193822,0.24611455227975926,2.4898396229489084e-06,True
P1,M2,forward,0.18,Cathode,electron,0.27406211231439354,0.27405832452306117,3.787791332365842e-06,True
P1,M2,forward,0.18,Cathode,hole,0.1686437484272503,0.1686437490408497,6.135993935174611e-10,True
P1,M2,forward,0.2,Anode,total,0.24909179663491499,0.24917431635468992,8.251971977493722e-05,True
P1,M2,forward,0.2,Anode,electron,0.2898046039877122,0.2899192580067867,0.00011465401907451156,True
P1,M2,forward,0.2,Anode,hole,0.1527563799215407,0.15275272249279542,3.657428745279523e-06,True
P1,M2,forward,0.2,Cathode,total,0.24909179663491166,0.24909001811001194,1.7785248997148617e-06,True
P1,M2,forward,0.2,Cathode,electron,0.2786101719485498,0.27860743778768143,2.7341608683784102e-06,True
P1,M2,forward,0.2,Cathode,hole,0.16864376462789857,0.16864376935107306,4.723174490406379e-09,True
P1,M2,forward,0.22,Anode,total,0.25122107430829654,0.2511429351478297,7.813916046683911e-05,True
P1,M2,forward,0.22,Anode,electron,0.28980461530697355,0.289691045692348,0.0001135696146255527,True
P1,M2,forward,0.22,Anode,hole,0.15722114844232774,0.1572184403248396,2.708117488148254e-06,True
P1,M2,forward,0.22,Cathode,total,0.251221074308296,0.2512198066462237,1.2676620723128806e-06,True
P1,M2,forward,0.22,Cathode,electron,0.28189186911309766,0.2818899102559146,1.9588571830708723e-06,True
P1,M2,forward,0.22,Cathode,hole,0.16864379052861972,0.1686437878322219,2.6963978272398492e-09,True
P1,M2,forward,0.24,Anode,total,0.25273097097565905,0.25265387711033543,7.709386532361862e-05,True
P1,M2,forward,0.24,Anode,electron,0.289804617932012,0.28969292729659385,0.00011169063541816016,True
P1,M2,forward,0.24,Anode,hole,0.16050021770873577,0.16049825112996757,1.966578768192173e-06,True
P1,M2,forward,0.24,Cathode,total,0.25273097097566133,0.2527300780970323,8.928786290329782e-07,True
P1,M2,forward,0.24,Cathode,electron,0.2842324215597957,0.2842310349138487,1.3866459470102122e-06,True
P1,M2,forward,0.24,Cathode,hole,0.16864380971634044,0.16864380824244785,1.4738925913082568e-09,True
P1,M2,forward,0.26,Anode,total,0.2537948973025039,0.2537942739126649,6.233898389718107e-07,True
P1,M2,forward,0.26,Anode,electron,0.28980462117592554,0.28980462282261554,1.6466900065736922e-09,True
P1,M2,forward,0.26,Anode,hole,0.16286977167321764,0.16286836439029487,1.4072829227773642e-06,True
P1,M2,forward,0.26,Cathode,total,0.2537948973025058,0.2537942729024148,6.244000910204939e-07,True
P1,M2,forward,0.26,Cathode,electron,0.2858884259322146,0.2858874510647778,9.748674367759946e-07,True
P1,M2,forward,0.26,Cathode,hole,0.16864382692939062,0.16864382940015235,2.4707617340968824e-09,True
P1,M2,forward,0.28,Anode,total,0.25454148249334413,0.2545410460760819,4.364172622173257e-07,True
P1,M2,forward,0.28,Anode,electron,0.2898046282965245,0.28980462995682177,1.6602972885415568e-09,True
P1,M2,forward,0.28,Anode,hole,0.16456265670363154,0.16456165498042252,1.0017232090209216e-06,True
P1,M2,forward,0.28,Cathode,total,0.2545414824933325,0.2545410450567843,4.374365482062714e-07,True
P1,M2,forward,0.28,Cathode,electron,0.2870538454575243,0.28705316131325986,6.84144264462283e-07,True
P1,M2,forward,0.28,Cathode,hole,0.1686438508817035,0.1686438515709876,6.892841020178508e-10,True
P1,M2,forward,0.3,Anode,total,0.25506404016836903,0.25506373562207785,3.0454629118548127e-07,True
P1,M2,forward,0.3,Anode,electron,0.28980463668512496,0.28980463854411626,1.8589912942346132e-09,True
P1,M2,forward,0.3,Anode,hole,0.16576268076940764,0.16576197237536544,7.083940422036861e-07,True
P1,M2,forward,0.3,Cathode,total,0.25506404016836337,0.25506373461943144,3.055489319336857e-07,True
P1,M2,forward,0.3,Cathode,electron,0.2878712117732249,0.2878707330832108,4.786900140718586e-07,True
P1,M2,forward,0.3,Cathode,hole,0.16864387484625248,0.16864387506041686,2.1416438067412003e-10,True
P1,M2,forward,0.32,Anode,total,0.25542927625121764,0.2554290656675637,2.1058365395898448e-07,True
P1,M2,forward,0.32,Anode,electron,0.2898046458464439,0.2898046492988548,3.4524109127076485e-09,True
P1,M2,forward,0.32,Anode,hole,0.1666089397572255,0.16660844272161138,4.970356141109633e-07,True
P1,M2,forward,0.32,Cathode,total,0.2554292762512079,0.2554290646759268,2.115752811282512e-07,True
P1,M2,forward,0.32,Cathode,electron,0.28844330992367834,0.28844297706986416,3.328538141778026e-07,True
P1,M2,forward,0.32,Cathode,hole,0.16864389834294188,0.16864390030207524,1.959133355544651e-09,True
P1,M2,forward,0.34,Anode,total,0.2556844082693173,0.25568426321527216,1.4505404516418352e-07,True
P1,M2,forward,0.34,Anode,electron,0.28980465851689463,0.2898046631925367,4.675642095719468e-09,True
P1,M2,forward,0.34,Anode,hole,0.16720379096401655,0.16720344254258473,3.484214318172363e-07,True
P1,M2,forward,0.34,Cathode,total,0.2556844082693104,0.2556842622310623,1.460382481055511e-07,True
P1,M2,forward,0.34,Cathode,electron,0.2888433344626674,0.28884310390505935,2.305576080607885e-07,True
P1,M2,forward,0.34,Cathode,hole,0.16864392580338544,0.1686439279209707,2.1175852460419975e-09,True
P1,M2,forward,0.36,Anode,total,0.25586263605738907,0.2558625382283795,9.782900955990215e-08,True
P1,M2,forward,0.36,Anode,electron,0.28980467452098885,0.28980468164682055,7.125831702481378e-09,True
P1,M2,forward,0.36,Anode,hole,0.1676211534356517,0.16762091091981757,2.425158341368139e-07,True
P1,M2,forward,0.36,Cathode,total,0.2558626360573813,0.25586253724930036,9.880808093942761e-08,True
P1,M2,forward,0.36,Cathode,electron,0.28912296759621114,0.28912281018737407,1.5740883707593412e-07,True
P1,M2,forward,0.36,Cathode,hole,0.16864395540998725,0.16864395882161926,3.4116320046795323e-09,True
P1,M2,forward,0.38,Anode,total,0.2559872090303688,0.25598714549515017,6.35352186417748e-08,True
P1,M2,forward,0.38,Anode,electron,0.2898046963155826,0.28980470674291575,1.0427333163587349e-08,True
P1,M2,forward,0.38,Anode,hole,0.16791375250221843,0.1679135851132169,1.6738900152080127e-07,True
P1,M2,forward,0.38,Cathode,total,0.2559872090303609,0.2559871445197015,6.451065936996514e-08,True
P1,M2,forward,0.38,Cathode,electron,0.2893185047956648,0.28931840009811804,1.0469754674335974e-07,True
P1,M2,forward,0.38,Cathode,hole,0.16864398926996083,0.16864399431711355,5.047152723536286e-09,True
P1,M2,forward,0.4,Anode,total,0.2560743638135245,0.25607432635877214,3.7454752355170484e-08,True
P1,M2,forward,0.4,Anode,electron,0.2898047262354328,0.28980474152841035,1.5292977550984688e-08,True
P1,M2,forward,0.4,Anode,hole,0.16811888244506953,0.16811876890613706,1.1353893247800784e-07,True
P1,M2,forward,0.4,Cathode,total,0.2560743638135158,0.25607432538596486,3.8427550919095665e-08,True
P1,M2,forward,0.4,Cathode,electron,0.2894553444448483,0.28945527913472185,6.531012641808331e-08,True
P1,M2,forward,0.4,Cathode,hole,0.1686440289548658,0.16864403631810568,7.363239878932504e-09,True
P1,M2,forward,0.42,Anode,total,0.25613542379186455,0.2561354074230136,1.6368850941361757e-08,True
P1,M2,forward,0.42,Anode,electron,0.28980476822683476,0.28980479046692575,2.224009099105473e-08,True
P1,M2,forward,0.42,Anode,hole,0.16826278101238737,0.16826270647147334,7.454091402459007e-08,True
P1,M2,forward,0.42,Cathode,total,0.2561354237918643,0.25613540645219085,1.733967347483656e-08,True
P1,M2,forward,0.42,Cathode,electron,0.2895512230248307,0.2895511887860553,3.423877542596543e-08,True
P1,M2,forward,0.42,Cathode,hole,0.16864407735354492,0.1686440876095734,1.0256028470934098e-08,True
P1,M2,forward,0.44,Anode,total,0.25617828043619956,0.2561782833096241,2.8734245538508674e-09,True
P1,M2,forward,0.44,Anode,electron,0.28980482760103843,0.28980486009706086,3.2496022428496474e-08,True
P1,M2,forward,0.44,Anode,hole,0.16836384323900022,0.16836379849773755,4.474126266695855e-08,True
P1,M2,forward,0.44,Cathode,total,0.2561782804361866,0.25617828234036333,1.9041767052030423e-09,True
P1,M2,forward,0.44,Cathode,electron,0.2896185126714702,0.28961850555616186,7.115308342520166e-09,True
P1,M2,forward,0.44,Cathode,hole,0.16864413749066923,0.1686441522563794,1.4765710182329528e-08,True
P1,M2,forward,0.46,Anode,total,0.2562084349010759,0.2562084577558904,2.2854814485384622e-08,True
P1,M2,forward,0.46,Anode,electron,0.2898049124744832,0.28980495999819084,4.752370763583258e-08,True
P1,M2,forward,0.46,Anode,hole,0.16843494160968872,0.16843492122164935,2.038803936788014e-08,True
P1,M2,forward,0.46,Cathode,total,0.25620843490108103,0.25620845678791915,2.188683811965575e-08,True
P1,M2,forward,0.46,Cathode,electron,0.2896658419333297,0.2896658616490404,1.971571067516109e-08,True
P1,M2,forward,0.46,Cathode,hole,0.16864421479875283,0.1686442361974142,2.1398661370630734e-08,True
P1,M2,forward,0.48,Anode,total,0.25622972570393854,0.2562297719153281,4.621138954830073e-08,True
P1,M2,forward,0.48,Anode,electron,0.2898050348152372,0.28980510420604716,6.939080998691338e-08,True
P1,M2,forward,0.48,Anode,hole,0.1684850761091807,0.1684850776246005,1.5154197896549704e-09,True
P1,M2,forward,0.48,Cathode,total,0.2562297257039338,0.2562297709485044,4.524457059007503e-08,True
P1,M2,forward,0.48,Cathode,electron,0.28969923179326945,0.289699281644495,4.9851225536468036e-08,True
P1,M2,forward,0.48,Cathode,hole,0.16864431724018186,0.16864434811643716,3.0876255302514366e-08,True
P1,M2,forward,0.5,Anode,total,0.2562448362440797,0.25624491301544255,7.677136287798092e-08,True
P1,M2,forward,0.5,Anode,electron,0.28980521156077566,0.2898053132877741,1.0172699843602473e-07,True
P1,M2,forward,0.5,Anode,hole,0.1685205390183194,0.16852056368704832,2.466872892070704e-08,True
P1,M2,forward,0.5,Cathode,total,0.2562448362440797,0.2562449120497223,7.580564259646039e-08,True
P1,M2,forward,0.5,Cathode,electron,0.2897228895209482,0.2897229775074832,8.798653500230458e-08,True
P1,M2,forward,0.5,Cathode,hole,0.1686444554111497,0.16864450071834966,4.5307199963984246e-08,True
P1,M2,forward,0.52,Anode,total,0.2562556512564585,0.25625576980845255,1.1855199405497174e-07,True
P1,M2,forward,0.52,Anode,electron,0.2898054684059302,0.28980561738340344,1.4897747324660315e-07,True
P1,M2,forward,0.52,Anode,hole,0.1685457365749477,0.16854578818753305,5.161258534447377e-08,True
P1,M2,forward,0.52,Cathode,total,0.25625565125646205,0.2562557688439026,1.1758744056233894e-07,True
P1,M2,forward,0.52,Cathode,electron,0.289739764974613,0.28973990428440377,1.3930979075871264e-07,True
P1,M2,forward,0.52,Cathode,hole,0.16864464648034122,0.16864471259967814,6.611933692224348e-08,True
P1,M2,forward,0.54,Anode,total,0.25626350404228737,0.25626368186163406,1.7781934669169885e-07,True
P1,M2,forward,0.54,Anode,electron,0.2898058424460663,0.2898060606618493,2.1821578299885402e-07,True
P1,M2,forward,0.54,Anode,hole,0.16856376127047795,0.16856384777372838,8.650325042380835e-08,True
P1,M2,forward,0.54,Cathode,total,0.25626350404232334,0.2562636808984872,1.7685616388041225e-07,True
P1,M2,forward,0.54,Cathode,electron,0.28975193789615694,0.28975214930822785,2.1141207090513703e-07,True
P1,M2,forward,0.54,Cathode,hole,0.16864491429555875,0.16864501098798984,9.669243108967329e-08,True
P1,M2,forward,0.56,Anode,total,0.2562693527076616,0.25626961596326653,2.6325560492646005e-07,True
P1,M2,forward,0.56,Anode,electron,0.2898063881965691,0.2898067078392146,3.196426454632473e-07,True
P1,M2,forward,0.56,Anode,hole,0.16857679637824394,0.16857693072375754,1.343455136026961e-07,True
P1,M2,forward,0.56,Cathode,total,0.2562693527076769,0.25626961500204465,2.6229436772551296e-07,True
P1,M2,forward,0.56,Cathode,electron,0.28976089164651536,0.2897612065013259,3.1485481055693043e-07,True
P1,M2,forward,0.56,Cathode,hole,0.16864529425699987,0.16864543574585625,1.414888563811001e-07,True
P1,M2,forward,0.58,Anode,total,0.25627390594181354,0.25627429331622814,3.8737441460101607e-07,True
P1,M2,forward,0.58,Anode,electron,0.2898071855218382,0.2898076536745177,4.6815267951139106e-07,True
P1,M2,forward,0.58,Anode,hole,0.16858639984612503,0.16858660193023584,2.0208411080635535e-07,True
P1,M2,forward,0.58,Cathode,total,0.25627390594179755,0.2562742923580139,3.8641621635804313e-07,True
P1,M2,forward,0.58,Cathode,electron,0.2897677076253679,0.28976817240870556,4.6478333765032076e-07,True
P1,M2,forward,0.58,Cathode,hole,0.16864583811702513,0.16864604519201695,2.0707499182037736e-07,True
P1,M2,forward,0.6,Anode,total,0.2562777162795598,0.256278271779742,5.555001821866412e-07,True
P1,M2,forward,0.6,Anode,electron,0.28980835118101056,0.2898090195876237,6.684066131135147e-07,True
P1,M2,forward,0.6,Anode,hole,0.16859370709931032,0.16859400667762456,2.9957831423899073e-07,True
P1,M2,forward,0.6,Cathode,total,0.2562777162795462,0.25627828364353405,5.673639878467363e-07,True
P1,M2,forward,0.6,Cathode,electron,0.28977320713715354,0.28977389024232825,6.831051747036021e-07,True
P1,M2,forward,0.6,Cathode,hole,0.1686466214086901,0.1686469244556599,3.030469697962168e-07,True
P1,M2,forward,0.62,Anode,total,0.25628125319186074,0.2562820844294707,8.312376099661734e-07,True
P1,M2,forward,0.62,Anode,electron,0.289810055252634,0.28981105827824744,1.0030256134552218e-06,True
