id,mesh,branch,bias_V,contact,component,reference_A_per_um,candidate_A_per_um,absolute_error_A_per_um,relative_error,log_error_dex,pass
P0,M2,forward,0.7,Cathode,hole,-1.02915104848471e-07,-1.0285918182180921e-07,5.5923026661787324e-11,0.000543389881826644,0.00023605536805862905,True
P0,M2,forward,0.72,Anode,total,7.05324549262e-07,7.049473824794951e-07,3.7716678250491587e-10,0.0005347421735136761,0.00023229769042080678,True
P0,M2,forward,0.72,Anode,electron,4.90152058934739e-07,4.898887339540196e-07,2.633249807193809e-10,0.0005372312039077676,0.00023337924228366742,True
P0,M2,forward,0.72,Anode,hole,2.15172490327261e-07,2.1505864852547554e-07,1.1384180178545555e-10,0.0005290722880620604,0.00022983397999076018,True
P0,M2,forward,0.72,Cathode,total,-7.05324549261997e-07,-7.049473824794944e-07,3.7716678250258653e-10,0.000534742173510376,0.00023229769041935953,True
P0,M2,forward,0.72,Cathode,electron,-4.90206778764961e-07,-4.899434268949171e-07,2.6335187004382463e-10,0.0005372260879527611,0.00023337701925837143,True
P0,M2,forward,0.72,Cathode,hole,-2.15117770497036e-07,-2.1500395558457717e-07,1.1381491245881484e-10,0.000529081870808916,0.00022983814392786852,True
P0,M2,forward,0.74,Anode,total,1.42968556231143e-06,1.4289547264777311e-06,7.308358336989467e-10,0.0005111864125684917,0.00022206220062914023,True
P0,M2,forward,0.74,Anode,electron,9.93535582733088e-07,9.930242976073787e-07,5.112851257092171e-10,0.000514611791057083,0.0002235505869971672,True
P0,M2,forward,0.74,Anode,hole,4.3614997957834e-07,4.359304288703523e-07,2.1955070798766498e-10,0.0005033835108737634,0.00021867172354220917,True
P0,M2,forward,0.74,Cathode,total,-1.42968556231143e-06,-1.4289547264777286e-06,7.308358337014878e-10,0.000511186412570269,0.0002220622006299121,True
P0,M2,forward,0.74,Cathode,electron,-9.93637791181544e-07,-9.931264604189403e-07,5.113307626037237e-10,0.0005146047857093835,0.0002235475430469033,True
P0,M2,forward,0.74,Cathode,hole,-4.36047771129881e-07,-4.3582826605878834e-07,2.1950507109268197e-10,0.0005033968423319845,0.00021867751623695747,True
P0,M2,forward,0.76,Anode,total,2.76011098405867e-06,2.758800776737914e-06,1.3102073207558787e-09,0.0004746937091744237,0.00020620580466078754,True
P0,M2,forward,0.76,Anode,electron,1.91809767446752e-06,1.9171785149188277e-06,9.191595486922773e-10,0.00047920372404780884,0.00020816541386672714,True
P0,M2,forward,0.76,Anode,hole,8.42013309591143e-07,8.416222618190858e-07,3.9104777205714276e-10,0.0004644199415886005,0.00020174186801796975,True
P0,M2,forward,0.76,Cathode,total,-2.76011098405867e-06,-2.758800776737912e-06,1.3102073207579963e-09,0.00047469370917519095,0.00020620580466112522,True
P0,M2,forward,0.76,Cathode,electron,-1.91827437504058e-06,-1.917355147489595e-06,9.192275509850187e-10,0.00047919503223597666,0.00020816163725101333,True
P0,M2,forward,0.76,Cathode,hole,-8.41836609018088e-07,-8.414456292483168e-07,3.909797697711777e-10,0.00046443664433554817,0.0002017491252992953,True
P0,M2,forward,0.78,Anode,total,4.99217923491231e-06,4.990039693797989e-06,2.1395411143203515e-09,0.0004285785853516002,0.00018616921159901378,True
P0,M2,forward,0.78,Anode,electron,3.46925114360872e-06,3.467744801882333e-06,1.506341726387007e-09,0.00043419794763549697,0.0001886107228700643,True
P0,M2,forward,0.78,Anode,hole,1.52292809130359e-06,1.5222948919156562e-06,6.33199387933768e-10,0.00041577760076102116,0.00018060746658142551,True
P0,M2,forward,0.78,Cathode,total,-4.99217923491231e-06,-4.990039691504388e-06,2.1395434079212483e-09,0.00042857904479041216,0.00018616941121630997,True
P0,M2,forward,0.78,Cathode,electron,-3.46952980889389e-06,-3.468023376062388e-06,1.5064328315021142e-09,0.0004341893324105422,0.0001886069797001355,True
P0,M2,forward,0.78,Cathode,hole,-1.52264942601841e-06,-1.5220163154420002e-06,6.331105764098167e-10,0.0004157953666756657,0.00018061518542950727,True
P0,M2,forward,0.8,Anode,total,8.39452606122546e-06,8.391335158284442e-06,3.1909029410176655e-09,0.00038011710461612974,0.0001651141443555584,True
P0,M2,forward,0.8,Anode,electron,5.83368625608075e-06,5.831430130773767e-06,2.256125306983316e-09,0.0003867409401099761,0.00016799194299106494,True
P0,M2,forward,0.8,Anode,hole,2.5608398051447e-06,2.5599050275106744e-06,9.347776340254558e-10,0.00036502776633958025,0.00015855848554859257,True
P0,M2,forward,0.8,Cathode,total,-8.39452606122553e-06,-8.391335157617459e-06,3.190903608071358e-09,0.00038011718407906316,0.00016511417887897197,True
P0,M2,forward,0.8,Cathode,electron,-5.83408866911535e-06,-5.831832438371553e-06,2.2562307437972112e-09,0.0003867323367471777,0.00016798820515251598,True
P0,M2,forward,0.8,Cathode,hole,-2.56043739211018e-06,-2.5595027192459072e-06,9.346728642728763e-10,0.00036504421750479404,0.00015856563280787012,True
P0,M2,reverse,-0.0,Anode,total,1.01559387789125e-26,6.632660926986463e-36,1.015593877227984e-26,0.00010155938772279839,,True
P0,M2,reverse,-0.0,Anode,electron,3.35885822786081e-26,2.933366262333063e-40,3.358858227860781e-26,0.00033588582278607805,,True
P0,M2,reverse,-0.0,Anode,hole,-2.34326434996956e-26,6.63236759036023e-36,2.343264350632797e-26,0.00023432643506327968,,True
P0,M2,reverse,-0.0,Cathode,total,-1.01559387789117e-26,1.8250146911934817e-34,1.0155938961413168e-26,0.00010155938961413168,,True
P0,M2,reverse,-0.0,Cathode,electron,-3.35885888777111e-26,1.8250158900109523e-34,3.358858906021269e-26,0.0003358858906021269,,True
P0,M2,reverse,-0.0,Cathode,hole,2.34326500987994e-26,-1.198817470756363e-40,2.343265009879952e-26,0.00023432650098799518,,True
P0,M2,reverse,-0.1,Anode,total,-2.01420324456057e-18,-2.0134753392757483e-18,7.279052848215822e-22,0.00036138621402150814,0.00015697640484849378,True
P0,M2,reverse,-0.1,Anode,electron,-4.36576910983987e-19,-4.363442011544047e-19,2.327098295823286e-22,0.0005330328373477911,0.00023155493861035608,True
P0,M2,reverse,-0.1,Anode,hole,-1.57762633357658e-18,-1.5771311381213437e-18,4.9519545523626835e-22,0.00031388640307088974,0.00013634053163724447,True
P0,M2,reverse,-0.1,Cathode,total,2.01420324456053e-18,2.0134753408901937e-18,7.279036703364654e-22,0.000361385412471264,0.0001569760566137872,True
P0,M2,reverse,-0.1,Cathode,electron,1.82260292579939e-18,1.8219771544581033e-18,6.2577134128668885e-22,0.00034333937053910234,0.0001491359976403313,True
P0,M2,reverse,-0.1,Cathode,hole,1.91600318761143e-19,1.9149818643209052e-19,1.0213232905247283e-22,0.0005330488472714666,0.00023156189534005625,True
P0,M2,reverse,-0.2,Anode,total,-2.91876335836204e-18,-2.917786261052353e-18,9.770973096872616e-22,0.0003347641414258372,0.00014541055983914431,True
P0,M2,reverse,-0.2,Anode,electron,-4.47741663914871e-19,-4.475061031355263e-19,2.355607793446997e-22,0.0005261086879542369,0.00022854622541027377,True
P0,M2,reverse,-0.2,Anode,hole,-2.47102169444717e-18,-2.4702801579168265e-18,7.415365303436212e-22,0.0003000930878146424,0.00013034833139020387,True
P0,M2,reverse,-0.2,Cathode,total,2.91876335836207e-18,2.9177862610668882e-18,9.770972951819276e-22,0.00033476413645614893,0.00014541055768011203,True
P0,M2,reverse,-0.2,Cathode,electron,2.72226308349394e-18,2.721389366707909e-18,8.737167860310178e-22,0.00032095236912577514,0.00013941021608158133,True
P0,M2,reverse,-0.2,Cathode,hole,1.96500274868127e-19,1.9639689435897942e-19,1.0338050914758758e-22,0.0005261087253794791,0.00022854624167242422,True
P0,M2,reverse,-0.3,Anode,total,-3.74166018179063e-18,-3.7404708238630275e-18,1.189357927602509e-21,0.00031786903936137866,0.00013807071512807157,True
P0,M2,reverse,-0.3,Anode,electron,-4.49888269608084e-19,-4.496554653175699e-19,2.32804290514044e-22,0.0005174713506463489,0.00022479311914573415,True
P0,M2,reverse,-0.3,Anode,hole,-3.29177191218255e-18,-3.2908153585454572e-18,9.565536370926057e-22,0.0002905892821894759,0.00012621966168388813,True
P0,M2,reverse,-0.3,Cathode,total,3.74166018179057e-18,3.7404708238771276e-18,1.1893579134423016e-21,0.000317869035576912,0.00013807071348399745,True
P0,M2,reverse,-0.3,Cathode,electron,3.54421774173069e-18,3.543130554356247e-18,1.0871873744431702e-21,0.0003067495999589127,0.0001332400953060845,True
P0,M2,reverse,-0.3,Cathode,hole,1.97442440059881e-19,1.9734026952088057e-19,1.0217053900043139e-22,0.0005174699976836022,0.0002247925312572661,True
P0,M2,reverse,-0.4,Anode,total,-4.52483303067148e-18,-4.523459819155533e-18,1.3732115159471047e-21,0.00030348335654350583,0.00013182115087089296,True
P0,M2,reverse,-0.4,Anode,electron,-4.51772176950711e-19,-4.515431659975854e-19,2.29010953125577e-22,0.0005069169037175178,0.0002202070321180965,True
P0,M2,reverse,-0.4,Anode,hole,-4.07306085372077e-18,-4.0719166531579475e-18,1.144200562822298e-21,0.00028091909350606994,0.0001220187516720303,True
P0,M2,reverse,-0.4,Cathode,total,4.52483303067146e-18,4.523459819169827e-18,1.373211501632823e-21,0.00030348335338001325,0.00013182114949659854,True
P0,M2,reverse,-0.4,Cathode,electron,4.32656371930309e-18,4.325291013391704e-18,1.2727059113859552e-21,0.0002941609078141484,0.00012777125263067115,True
P0,M2,reverse,-0.4,Cathode,hole,1.98269311368373e-19,1.981688057781237e-19,1.0050559024929923e-22,0.0005069145071198921,0.00022020599076110888,True
P0,M2,reverse,-0.5,Anode,total,-5.27463169298301e-18,-5.273111196900835e-18,1.5204960821750451e-21,0.00028826582985837733,0.00012521030702247822,True
P0,M2,reverse,-0.5,Anode,electron,-4.53586773867975e-19,-4.533625396306882e-19,2.2423423728685686e-22,0.0004943579711875031,0.00021475002503958923,True
P0,M2,reverse,-0.5,Anode,hole,-4.82104491911504e-18,-4.8197486572701474e-18,1.2962618448929068e-21,0.0002688757036370553,0.00011678693569587869,True
P0,M2,reverse,-0.5,Cathode,total,5.274631692983e-18,5.2731111969153314e-18,1.5204960676689408e-21,0.00028826582710821347,0.0001252103058277178,True
P0,M2,reverse,-0.5,Cathode,electron,5.0755659316914e-18,5.074143844673076e-18,1.4220870183242186e-21,0.00028018294658430673,0.00012169895740743545,True
P0,M2,reverse,-0.5,Cathode,hole,1.99065761291606e-19,1.9896735224225538e-19,9.840904935062038e-23,0.0004943544721709508,0.00021474850468442507,True
P0,M2,reverse,-0.6,Anode,total,-5.99503455609374e-18,-5.9934167600219585e-18,1.6177960717812945e-21,0.0002698560044390173,0.00011721278963524504,True
P0,M2,reverse,-0.6,Anode,electron,-4.55343982225208e-19,-4.551254869077442e-19,2.1849531746382723e-22,0.00047984672246258414,0.00020844479850209874,True
P0,M2,reverse,-0.6,Anode,hole,-5.53969057386853e-18,-5.538291273114214e-18,1.3993007543159265e-21,0.0002525954718331413,0.0001097146768695777,True
P0,M2,reverse,-0.6,Cathode,total,5.99503455609378e-18,5.993416760036707e-18,1.6177960570725823e-21,0.00026985600198553306,0.00011721278856942379,True
P0,M2,reverse,-0.6,Cathode,electron,5.79519753376403e-18,5.793675627888389e-18,1.5219058756409113e-21,0.0002626150129954967,0.00011406722954804366,True
P0,M2,reverse,-0.6,Cathode,hole,1.99837022329751e-19,1.997411321483179e-19,9.589018143311545e-23,0.00047984192476050353,0.00020844271388624917,True
P0,M2,reverse,-0.7,Anode,total,-6.68920330225228e-18,-6.687557119879525e-18,1.646182372755155e-21,0.00024609543145457687,0.00010689104114031124,True
P0,M2,reverse,-0.7,Anode,electron,-4.57050691272181e-19,-4.568387860829418e-19,2.119051892392142e-22,0.0004636360764478556,0.00020140128167116106,True
P0,M2,reverse,-0.7,Anode,hole,-6.2321526109801e-18,-6.230718333796583e-18,1.4342771835170964e-21,0.00023014153745049815,9.996070276764158e-05,True
P0,M2,reverse,-0.7,Cathode,total,6.68920330225212e-18,6.687557119894462e-18,1.646182357657405e-21,0.0002460954291975501,0.00010689104015983108,True
P0,M2,reverse,-0.7,Cathode,electron,6.48861718398388e-18,6.487063999310859e-18,1.553184673021119e-21,0.0002393706746723953,0.00010396980729763737,True
P0,M2,reverse,-0.7,Cathode,hole,2.00586118268236e-19,2.0049312058360348e-19,9.299768463250629e-23,0.0004636297139373529,0.00020139851718624572,True
P0,M2,reverse,-0.8,Anode,total,-7.35973985315492e-18,-7.358158653404734e-18,1.5811997501862269e-21,0.0002148445164822517,9.331581252969874e-05,True
P0,M2,reverse,-0.8,Anode,electron,-4.58712808458584e-19,-4.585081145452104e-19,2.046939133736109e-22,0.00044623544317727977,0.0001938408431460801,True
P0,M2,reverse,-0.8,Anode,hole,-6.90102704469634e-18,-6.899650538859524e-18,1.3765058368162752e-21,0.00019946390992253306,8.66347159550598e-05,True
P0,M2,reverse,-0.8,Cathode,total,7.359739853155e-18,7.3581586534199e-18,1.581199735099262e-21,0.00021484451443231755,9.331581163924031e-05,True
P0,M2,reverse,-0.8,Cathode,electron,7.15842421115301e-18,7.156932843969508e-18,1.4913671835013513e-21,0.00020833735742815615,9.048919117219241e-05,True
P0,M2,reverse,-0.8,Cathode,hole,2.01315642001987e-19,2.0122580945039314e-19,8.983255159386634e-23,0.0004462273805479044,0.00019383734002744572,True
P0,M2,reverse,-0.9,Anode,total,-8.00881899777814e-18,-8.007424930870331e-18,1.3940669078082235e-21,0.00017406647699179804,7.560269057978956e-05,True
P0,M2,reverse,-0.9,Anode,electron,-4.60335580134072e-19,-4.601383503545781e-19,1.9722977949386269e-22,0.00042844782807450994,0.00018611240009061154,True
P0,M2,reverse,-0.9,Anode,hole,-7.54848341764407e-18,-7.547286580515753e-18,1.1968371283165756e-21,0.00015855332284615606,6.886429267502125e-05,True
P0,M2,reverse,-0.9,Cathode,total,8.00881899777825e-18,8.00742493088568e-18,1.3940668925702658e-21,0.00017406647508914834,7.560268975331349e-05,True
P0,M2,reverse,-0.9,Cathode,electron,7.80679110153647e-18,7.805483591073839e-18,1.3075104626301602e-21,0.0001674837261077508,7.274334989089416e-05,True
P0,M2,reverse,-0.9,Cathode,hole,2.02027896241776e-19,2.019413398118405e-19,8.65564299355074e-23,0.0004284380105206925,0.00018610813455364436,True
P0,M2,reverse,-1.0,Anode,total,-8.6382829566387e-18,-8.637228274268569e-18,1.054682370131143e-21,0.000122093982730746,5.302798023809618e-05,True
P0,M2,reverse,-1.0,Anode,electron,-4.61923744554422e-19,-4.61733722638999e-19,1.9002191542297812e-22,0.0004113707460660544,0.00017869280204901172,True
P0,M2,reverse,-1.0,Anode,hole,-8.17635921208427e-18,-8.17549455162957e-18,8.646604547003648e-22,0.00010575128027917827,4.592962608066094e-05,True
P0,M2,reverse,-1.0,Cathode,total,8.6382829566386e-18,8.637228274284103e-18,1.054682354497214e-21,0.00012209398092090522,5.302797945197688e-05,True
P0,M2,reverse,-1.0,Cathode,electron,8.43555799595293e-18,8.43458670638014e-18,9.712895727905485e-22,0.00011514230276841645,5.000854583078016e-05,True
P0,M2,reverse,-1.0,Cathode,hole,2.02724960685676e-19,2.0264156790396405e-19,8.339278171193775e-23,0.00041135922004808195,0.00017868779430302032,True
P0,M3,forward,0.0,Anode,total,3.00963431411564e-25,1.7419120922583936e-36,3.009634314098221e-25,0.0030096343140982207,,True
P0,M3,forward,0.0,Anode,electron,3.462780406782e-25,1.2830108502340965e-40,3.4627804067819986e-25,0.003462780406781998,,True
P0,M3,forward,0.0,Anode,hole,-4.53146092666351e-26,1.74178379117337e-36,4.531460926837689e-26,0.00045314609268376884,,True
P0,M3,forward,0.0,Cathode,total,-3.00963431411513e-25,-2.4996665661016544e-35,3.009634313865163e-25,0.003009634313865163,,True
P0,M3,forward,0.0,Cathode,electron,-3.46278046233802e-25,-2.49966248823474e-35,3.462780462088054e-25,0.003462780462088054,,True
P0,M3,forward,0.0,Cathode,hole,4.53146148222886e-26,-4.077866913988105e-41,4.531461482228864e-26,0.00045314614822288636,,True
P0,M3,forward,0.02,Anode,total,1.28144640671014e-18,1.28051134231846e-18,9.350643916800301e-22,0.0007296944973926945,0.00031701797089887313,True
P0,M3,forward,0.02,Anode,electron,5.17836298898161e-19,5.173284336666273e-19,5.078652315337013e-22,0.0009807447500577385,0.0004261410350712194,True
P0,M3,forward,0.02,Anode,hole,7.6361010781198e-19,7.6318290865183275e-19,4.271991601472918e-22,0.0005594467068689967,0.00024303260594817576,True
P0,M3,forward,0.02,Cathode,total,-1.28144640671016e-18,-1.2805109258998054e-18,9.354808103546377e-22,0.0007300194572758489,0.0003171592022616448,True
P0,M3,forward,0.02,Cathode,electron,-1.05413355907892e-18,-1.0534714759866908e-18,6.620830922290652e-22,0.0006280827382135331,0.00027285856523500833,True
P0,M3,forward,0.02,Cathode,hole,-2.27312847631237e-19,-2.2703944991311445e-19,2.733977181225391e-22,0.0012027376409716368,0.0005226566931336185,True
P0,M3,forward,0.04,Anode,total,3.65226338916109e-18,3.6506160962591414e-18,1.6472929019489013e-21,0.0004510334350029661,0.0001959255197779485,True
P0,M3,forward,0.04,Anode,electron,1.63793196937281e-18,1.6370437032117708e-18,8.882661610392714e-22,0.0005423095572030397,0.00023558593420387812,True
P0,M3,forward,0.04,Anode,hole,2.01433141978828e-18,2.0135723930473703e-18,7.590267409098225e-22,0.00037681323612059897,0.00016367874925194754,True
P0,M3,forward,0.04,Cathode,total,-3.65226338916106e-18,-3.650615964296341e-18,1.6474248647196496e-21,0.0004510695667811816,0.000195941218690876,True
P0,M3,forward,0.04,Cathode,electron,-2.9334281972166e-18,-2.932167855754503e-18,1.2603414620967218e-21,0.0004296479672802641,0.00018663383764689034,True
P0,M3,forward,0.04,Cathode,hole,-7.18835191944468e-19,-7.184481085418382e-19,3.8708340262976488e-22,0.0005384869953051327,0.00023392491905515969,True
P0,M3,forward,0.06,Anode,total,8.24561921688491e-18,8.241766767995188e-18,3.852448889721706e-21,0.0004672115930157047,0.00020295483184580118,True
P0,M3,forward,0.06,Anode,electron,4.06334179269791e-18,4.061142377845356e-18,2.1994148525541973e-21,0.0005412822658696074,0.00023513954539482456,True
P0,M3,forward,0.06,Anode,hole,4.182277424187e-18,4.180624390149832e-18,1.6530340371682793e-21,0.00039524734241885335,0.0001716876715829066,True
P0,M3,forward,0.06,Cathode,total,-8.24561921688493e-18,-8.241762673449597e-18,3.85654343533249e-21,0.0004677081652564395,0.00020317059128871758,True
P0,M3,forward,0.06,Cathode,electron,-6.46234808041442e-18,-6.459453562994772e-18,2.894517419648646e-21,0.0004479049075708446,0.00019456620660833222,True
P0,M3,forward,0.06,Cathode,hole,-1.78327113647051e-18,-1.782309110454826e-18,9.62026015683844e-22,0.0005394726556208986,0.00023435321673515621,True
P0,M3,forward,0.08,Anode,total,1.74308106019865e-17,1.742243603550381e-17,8.374566482687237e-21,0.0004804461865779685,0.00020870526752276986,True
P0,M3,forward,0.08,Anode,electron,9.31468390384094e-18,9.309682860850068e-18,5.0010429908723266e-21,0.0005368988408517148,0.00023323482127895456,True
P0,M3,forward,0.08,Anode,hole,8.11612669814555e-18,8.112753174653743e-18,3.3735234918072064e-21,0.00041565682957832843,0.00018055499450965327,True
P0,M3,forward,0.08,Cathode,total,-1.74308106019864e-17,-1.742238727365124e-17,8.423328335159486e-21,0.0004832436383767242,0.00020992077108657246,True
P0,M3,forward,0.08,Cathode,electron,-1.33428901579107e-17,-1.3336671436325784e-17,6.2187215849163715e-21,0.0004660700576351092,0.00020245883787809411,True
P0,M3,forward,0.08,Cathode,hole,-4.08792044407573e-18,-4.085715837325459e-18,2.2046067502716185e-21,0.0005392978607170705,0.00023427726330477376,True
P0,M3,forward,0.1,Anode,total,3.62172749430858e-17,3.619976878609089e-17,1.7506156994905245e-20,0.00048336483135231925,0.00020997342997740981,True
P0,M3,forward,0.1,Anode,electron,2.0684990654167e-17,2.0674273113382944e-17,1.0717540784055834e-20,0.0005181312848162578,0.00022507987339585517,True
P0,M3,forward,0.1,Anode,hole,1.55322842889188e-17,1.5525495672707947e-17,6.788616210852492e-21,0.0004370648955798276,0.00018985636518309665,True
P0,M3,forward,0.1,Cathode,total,-3.62172749430864e-17,-3.6199288491221255e-17,1.7986451865145717e-20,0.0004966263169553896,0.00021573564345581355,True
P0,M3,forward,0.1,Cathode,electron,-2.71392825401597e-17,-2.7126171837605046e-17,1.3110702554653518e-20,0.00048308950449418804,0.00020985379923334763,True
P0,M3,forward,0.1,Cathode,hole,-9.0779924029266e-18,-9.07311665361621e-18,4.8757493103905105e-21,0.0005370955486610285,0.00023332029629490877,True
P0,M3,forward,0.12,Anode,total,7.52709250562432e-17,7.523566907705411e-17,3.525597918909284e-20,0.00046838774948958326,0.00020346586917535732,True
P0,M3,forward,0.12,Anode,electron,4.53044171300434e-17,4.528288524731862e-17,2.1531882724778552e-20,0.0004752711565181972,0.00020645670602954526,True
P0,M3,forward,0.12,Anode,hole,2.99665079261998e-17,2.9952783829735487e-17,1.3724096464314286e-20,0.0004579811734524886,0.00019894425628610353,True
P0,M3,forward,0.12,Cathode,total,-7.5270925056243e-17,-7.523265939368558e-17,3.8265662557421994e-20,0.0005083724230681316,0.00022083947719773585,True
P0,M3,forward,0.12,Cathode,electron,-5.53882367421167e-17,-5.536065343379868e-17,2.7583308318025233e-20,0.0004979993937422302,0.00021633225983255544,True
P0,M3,forward,0.12,Cathode,hole,-1.98826883141264e-17,-1.9872005959886904e-17,1.0682354239495369e-20,0.0005372691092233081,0.00023339571320205038,True
P0,M3,forward,0.14,Anode,total,1.57416399277827e-16,1.5734759338619308e-16,6.880589163391334e-20,0.00043709481318065596,0.00018986936391353695,True
P0,M3,forward,0.14,Anode,electron,9.8611087663167e-17,9.857034616796828e-17,4.0741495198712755e-20,0.000413153288987912,0.00017946726988743772,True
P0,M3,forward,0.14,Anode,hole,5.88053116146598e-17,5.877724721822478e-17,2.8064396435015693e-20,0.0004772425426280611,0.0002073132760860891,True
P0,M3,forward,0.14,Cathode,total,-1.57416399277829e-16,-1.573346957391443e-16,8.170353868470567e-20,0.0005190281257831631,0.00022546956856694692,True
P0,M3,forward,0.14,Cathode,electron,-1.14139078076308e-16,-1.1408082201853166e-16,5.825605777632891e-20,0.0005103953769223689,0.00022171848264498657,True
P0,M3,forward,0.14,Cathode,hole,-4.32773212015213e-17,-4.325387372061264e-17,2.3447480908660257e-20,0.0005417960321406405,0.00023536279214820028,True
P0,M3,forward,0.16,Anode,total,3.31670262905437e-16,3.3153875002530877e-16,1.3151288012824464e-19,0.0003965169472119376,0.00017223927230766324,True
P0,M3,forward,0.16,Anode,electron,2.14030826915297e-16,2.139574230898354e-16,7.34038254616184e-20,0.00034295912658725586,0.00014897080310387133,True
P0,M3,forward,0.16,Anode,hole,1.1763943599014e-16,1.1758132693547335e-16,5.810905466665089e-20,0.000493958970285452,0.0002145766554775451,True
P0,M3,forward,0.16,Cathode,total,-3.31670262905452e-16,-3.314953837963901e-16,1.7487910906189367e-19,0.0005272679785336854,0.00022904996422519613,True
P0,M3,forward,0.16,Cathode,electron,-2.37738825601806e-16,-2.376151188808596e-16,1.2370672094642364e-19,0.0005203471525245218,0.0002260427124579614,True
P0,M3,forward,0.16,Cathode,hole,-9.3931437303646e-17,-9.38802649155305e-17,5.117238811550701e-20,0.0005447844681657045,0.00023666135892208462,True
P0,M3,forward,0.18,Anode,total,7.03555678764747e-16,7.032969950607423e-16,2.586837040046451e-19,0.00036768050036753815,0.00015971097551832514,True
P0,M3,forward,0.18,Anode,electron,4.63934029769063e-16,4.637970192806503e-16,1.370104884127615e-19,0.0002953232132615117,0.00012827618429733393,True
P0,M3,forward,0.18,Anode,hole,2.39621648995684e-16,2.3949997578009203e-16,1.216732155919822e-19,0.0005077722154986662,0.00022057867785741302,True
P0,M3,forward,0.18,Cathode,total,-7.03555678764764e-16,-7.031804999609841e-16,3.751788037799005e-19,0.0005332609985304983,0.00023165408061020143,True
P0,M3,forward,0.18,Cathode,electron,-4.99949542511903e-16,-4.996855252723966e-16,2.640172395063896e-19,0.0005280877709776158,0.00022940618352894568,True
P0,M3,forward,0.18,Cathode,hole,-2.0360613625286e-16,-2.0349497468858737e-16,1.1116156427262344e-19,0.0005459637234831226,0.0002371737824617095,True
P0,M3,forward,0.2,Anode,total,1.50063082438168e-15,1.5000896626602267e-15,5.411617214532466e-19,0.0003606228211900332,0.00015664474782456302,True
P0,M3,forward,0.2,Anode,electron,1.00500671355193e-15,1.0047227382812924e-15,2.8397527063761773e-19,0.0002825605707985595,0.00012273183710691886,True
P0,M3,forward,0.2,Anode,hole,4.95624110829748e-16,4.953669243789343e-16,2.5718645081365677e-19,0.0005189143247754607,0.0002254201197547448,True
P0,M3,forward,0.2,Cathode,total,-1.50063082438172e-15,-1.4998239816537193e-15,8.068427280006058e-19,0.0005376690355091405,0.00023356949238205634,True
P0,M3,forward,0.2,Cathode,electron,-1.0595646678318e-15,-1.0589990502522844e-15,5.656175795155301e-19,0.0005338207253295452,0.00023189729663612593,True
P0,M3,forward,0.2,Cathode,hole,-4.41066156549915e-16,-4.408249314014348e-16,2.4122514848019464e-19,0.000546913756355948,0.00023758660207663003,True
P0,M3,forward,0.22,Anode,total,3.21419926030578e-15,3.2130296929671292e-15,1.1695673386507846e-18,0.0003638751813226162,0.00015805774173897275,True
P0,M3,forward,0.22,Anode,electron,2.17647669624606e-15,2.1758542432069315e-15,6.224530391283986e-19,0.00028599113429608145,0.00012422213555956534,True
P0,M3,forward,0.22,Anode,hole,1.03772256405972e-15,1.0371754497601976e-15,5.471142995223861e-19,0.0005272259835827374,0.00022903171642867852,True
P0,M3,forward,0.22,Cathode,total,-3.21419926030589e-15,-3.2124601390138763e-15,1.73912129201381e-18,0.0005410745106849103,0.00023504926960920866,True
P0,M3,forward,0.22,Cathode,electron,-2.25901176093973e-15,-2.257795524757494e-15,1.2162361822357984e-18,0.0005383930279893073,0.00023388408758312265,True
P0,M3,forward,0.22,Cathode,hole,-9.55187499366166e-16,-9.54664614256382e-16,5.22885109783928e-19,0.0005474161985274086,0.00023780492940022002,True
P0,M3,forward,0.24,Anode,total,6.90585907307461e-15,6.9033166974424034e-15,2.542375632206347e-18,0.00036814762729793683,0.0001599139208330122,True
P0,M3,forward,0.24,Anode,electron,4.71275725139285e-15,4.711385169326301e-15,1.3720820665488192e-18,0.00029114210500515424,0.00012645981943584016,True
P0,M3,forward,0.24,Anode,hole,2.19310182168176e-15,2.1919315281161026e-15,1.1702935656575279e-18,0.0005336248203743221,0.00023181217076146201,True
P0,M3,forward,0.24,Cathode,total,-6.9058590730748e-15,-6.902105009064337e-15,3.754064010462514e-18,0.000543605650034071,0.000236149125957687,True
P0,M3,forward,0.24,Cathode,electron,-4.8375775640124e-15,-4.83495700333641e-15,2.620560675990617e-18,0.0005417092834821779,0.0002353250972632063,True
P0,M3,forward,0.24,Cathode,hole,-2.06828150906239e-15,-2.0671480057279277e-15,1.1335033344624309e-18,0.0005480411295541097,0.0002380764822339589,True
P0,M3,forward,0.26,Anode,total,1.48707717370925e-14,1.486265960595923e-14,8.11213113327014e-18,0.000545508415883748,0.00023697593691226858,True
P0,M3,forward,0.26,Anode,electron,1.02037853920296e-14,1.0198186004662618e-14,5.599387366982712e-18,0.0005487558932155233,0.00023838707047413326,True
P0,M3,forward,0.26,Anode,hole,4.66698634506292e-15,4.6644736012966104e-15,2.5127437663095162e-18,0.0005384082104649139,0.00023389068480044763,True
P0,M3,forward,0.26,Cathode,total,-1.48707717370926e-14,-1.4862659191175676e-14,8.112545916924173e-18,0.0005455363084276799,0.00023698805710202305,True
P0,M3,forward,0.26,Cathode,electron,-1.03926503855337e-14,-1.038699465282381e-14,5.655732709889614e-18,0.0005442050391459572,0.00023640957900330134,True
