id,mesh,branch,bias_V,vela_kcl_A_per_um,sentaurus_kcl_A_per_um,electron_continuity_ratio,hole_continuity_ratio,continuity_pass,electron_source_ratio_qualified,electron_port_net_A_per_um,electron_port_net_over_through_current,hole_source_ratio_qualified,hole_port_net_A_per_um,hole_port_net_over_through_current,converged,pass
P0,M0,forward,0.76,2.541098841762901e-21,9.740878893424454e-21,1.8848546915878765e-11,9.291961960171762e-12,True,True,-1.7690741205759585e-10,9.226222299447258e-05,True,1.7690741206013695e-10,0.00021014552015111157,True,True
P0,M0,forward,0.78,2.042292997586105e-15,0.0,7.3222313854700565e-06,6.842125980898345e-13,True,True,-2.789155147373508e-10,8.042809760911205e-05,True,2.7891755703098366e-10,0.0001831828148413576,True,True
P0,M0,forward,0.8,5.786454757190918e-16,8.470329472543003e-21,1.4369140753472887e-06,3.953342548512179e-12,True,True,-4.02705400910854e-10,6.906090153530342e-05,True,4.0270597955760026e-10,0.0001572845423155474,True,True
P0,M0,reverse,-0.0,2.098344695223306e-36,4.0178029569121155e-40,3.345951608998176e-14,2.2926569934191387e-15,True,False,1.963892840233571e-36,1.963892840233571e-14,False,1.3445185498973456e-37,1.3445185498973456e-15,True,True
P0,M0,reverse,-0.1,2.493034268393646e-27,1.0014835710813626e-32,1.6909870627366703e-09,9.044637682568666e-13,True,True,1.475095180282723e-18,0.7716584600056883,True,-1.4750951777896886e-18,0.8850607460311554,True,True
P0,M0,reverse,-0.2,4.4199707037698185e-29,0.0,1.8559699057822822e-11,3.7767679702608925e-14,True,True,2.3861123958064713e-18,0.8420261402267545,True,-2.3861123957622716e-18,0.9239266024707031,True,True
P0,M0,reverse,-0.3,4.300370454223371e-29,1.0014835710813626e-32,1.3451958480182538e-11,4.9340610917605854e-15,True,True,3.197816750357962e-18,0.8766832446768063,True,-3.1978167503149584e-18,0.9418566482758111,True,True
P0,M0,reverse,-0.4,4.364234291179252e-29,3.004450713244088e-32,1.09455860808807e-11,2.4350242251360196e-15,True,True,3.9875068671364705e-18,0.8982466511584979,True,-3.9875068670928266e-18,0.9526393481567593,True,True
P0,M0,reverse,-0.5,4.431795913628356e-29,0.0,9.37962224892032e-12,2.5690204869854686e-16,True,True,4.724405599598704e-18,0.9124114016371224,True,-4.724405599554387e-18,0.9595730358774684,True,True
P0,M0,reverse,-0.6,4.4979708665175016e-29,9.244463733058732e-33,8.248054873156204e-12,1.3357173883763943e-15,True,True,5.451944346821997e-18,0.9229257441566635,True,-5.451944346777019e-18,0.9646453424862678,True,True
P0,M0,reverse,-0.7,4.56221988946226e-29,0.0,7.435717110578994e-12,1.5829936900599892e-15,True,True,6.133742591842875e-18,0.9306579762298818,True,-6.133742591797254e-18,0.9683357706271621,True,True
P0,M0,reverse,-0.8,4.628086693560303e-29,4.930380657631324e-32,6.79416235415483e-12,1.9610030147781715e-15,True,True,6.8081508039361475e-18,0.9368783279788326,True,-6.808150803889867e-18,0.9712805137375944,True,True
