pair,id,branch,bias_V,contact,component,tool,relative_error,absolute_error_A_per_um,pass
M0/M1,P0,reverse,-0.3,Anode,electron,reference,0.00022819559236556463,1.0266768225506002e-22,True
M0/M1,P0,reverse,-0.3,Anode,electron,candidate,0.0002768641117564202,1.2450287963396958e-22,True
M0/M1,P0,reverse,-0.3,Anode,hole,reference,0.020422611904347018,6.797021190751988e-20,False
M0/M1,P0,reverse,-0.3,Anode,hole,candidate,0.020419636258542158,6.794194253598525e-20,False
M0/M1,P0,reverse,-0.3,Cathode,total,reference,0.018017778809245162,6.807287958977032e-20,True
M0/M1,P0,reverse,-0.3,Cathode,total,candidate,0.018021422122500786,6.806644544453051e-20,True
M0/M1,P0,reverse,-0.3,Cathode,electron,reference,0.018998771036587394,6.802780904893032e-20,True
M0/M1,P0,reverse,-0.3,Cathode,electron,candidate,0.018999729458134988,6.80117915370226e-20,True
M0/M1,P0,reverse,-0.3,Cathode,hole,reference,0.0002282603197029233,4.507054083501711e-23,True
M0/M1,P0,reverse,-0.3,Cathode,hole,candidate,0.0002769316810215684,5.465390750755387e-23,True
M0/M1,P0,reverse,-0.4,Anode,total,reference,0.017001862413941207,7.754820331355043e-20,True
M0/M1,P0,reverse,-0.4,Anode,total,candidate,0.017002472908817668,7.752993754410158e-20,True
M0/M1,P0,reverse,-0.4,Anode,electron,reference,0.00021139614278257825,9.550758051301694e-23,True
M0/M1,P0,reverse,-0.4,Anode,electron,candidate,0.0002774012473442164,1.252686799732672e-22,True
M0/M1,P0,reverse,-0.4,Anode,hole,reference,0.018847850206866665,7.745269573304049e-20,True
M0/M1,P0,reverse,-0.4,Anode,hole,candidate,0.018840853819151317,7.740466886412792e-20,True
M0/M1,P0,reverse,-0.4,Cathode,total,reference,0.017001862413943327,7.754820331356044e-20,True
M0/M1,P0,reverse,-0.4,Cathode,total,candidate,0.01700247291520081,7.752993757345121e-20,True
M0/M1,P0,reverse,-0.4,Cathode,electron,reference,0.01776493263363719,7.750627440566024e-20,True
M0/M1,P0,reverse,-0.4,Cathode,electron,candidate,0.017762408748813276,7.74749475677017e-20,True
M0/M1,P0,reverse,-0.4,Cathode,hole,reference,0.0002114641480881534,4.192890790600098e-23,True
M0/M1,P0,reverse,-0.4,Cathode,hole,candidate,0.0002774684781062642,5.49900057499447e-23,True
M0/M1,P0,reverse,-0.5,Anode,total,reference,0.012728877832154045,6.759886424947975e-20,True
M0/M1,P0,reverse,-0.5,Anode,total,candidate,0.012728459889555633,6.758039711842072e-20,True
M0/M1,P0,reverse,-0.5,Anode,electron,reference,0.00018924588629123238,8.584375535998839e-23,True
M0/M1,P0,reverse,-0.5,Anode,electron,candidate,0.0002777083053385113,1.2591350876382384e-22,True
M0/M1,P0,reverse,-0.5,Anode,hole,reference,0.013899976766488105,6.751302049412988e-20,True
M0/M1,P0,reverse,-0.5,Anode,hole,candidate,0.01389098179922623,6.745448360965718e-20,True
M0/M1,P0,reverse,-0.5,Cathode,total,reference,0.012728877832159775,6.75988642495098e-20,True
M0/M1,P0,reverse,-0.5,Cathode,total,candidate,0.012728459895135932,6.758039714823334e-20,True
M0/M1,P0,reverse,-0.5,Cathode,electron,reference,0.013217242953457298,6.756117695443029e-20,True
M0/M1,P0,reverse,-0.5,Cathode,electron,candidate,0.013213253938425913,6.752512413918336e-20,True
M0/M1,P0,reverse,-0.5,Cathode,hole,reference,0.00018931129201216695,3.7687295078014546e-23,True
M0/M1,P0,reverse,-0.5,Cathode,hole,candidate,0.0002777751934361457,5.527300904996011e-23,True
M0/M1,P0,reverse,-0.6,Anode,total,reference,0.012880088216867445,7.767495599185044e-20,True
M0/M1,P0,reverse,-0.6,Anode,total,candidate,0.012876862315163464,7.763996739053012e-20,True
M0/M1,P0,reverse,-0.6,Anode,electron,reference,0.00016046015615156457,7.306864972201496e-23,True
M0/M1,P0,reverse,-0.6,Anode,electron,candidate,0.0002776213704939224,1.263648641832752e-22,True
M0/M1,P0,reverse,-0.6,Anode,hole,reference,0.013918988011617915,7.760188734213015e-20,True
M0/M1,P0,reverse,-0.6,Anode,hole,candidate,0.013905663911487941,7.751360252634684e-20,True
M0/M1,P0,reverse,-0.6,Cathode,total,reference,0.012880088216877389,7.767495599190975e-20,True
M0/M1,P0,reverse,-0.6,Cathode,total,candidate,0.012876862320148591,7.763996742077723e-20,True
M0/M1,P0,reverse,-0.6,Cathode,electron,reference,0.013316047812682264,7.764287588208048e-20,True
M0/M1,P0,reverse,-0.6,Cathode,electron,candidate,0.013308589070951156,7.758449635697576e-20,True
M0/M1,P0,reverse,-0.6,Cathode,hole,reference,0.00016052239287550076,3.2080109834018213e-23,True
M0/M1,P0,reverse,-0.6,Cathode,hole,candidate,0.000277687735895056,5.547106380063556e-23,True
M0/M1,P0,reverse,-0.7,Anode,total,reference,0.010142969397545788,6.82027577921099e-20,True
M0/M1,P0,reverse,-0.7,Anode,total,candidate,0.010141448652717707,6.818245896501747e-20,True
M0/M1,P0,reverse,-0.7,Anode,electron,reference,0.00012384789018805254,5.660858927400413e-23,True
M0/M1,P0,reverse,-0.7,Anode,electron,candidate,0.00027706642005292573,1.2658887394835405e-22,True
M0/M1,P0,reverse,-0.7,Anode,hole,reference,0.01087370377807958,6.814614920284004e-20,True
M0/M1,P0,reverse,-0.7,Anode,hole,candidate,0.010860687723986738,6.805587009106979e-20,True
M0/M1,P0,reverse,-0.7,Cathode,total,reference,0.01014296939753676,6.820275779204982e-20,True
M0/M1,P0,reverse,-0.7,Cathode,total,candidate,0.010141448657258053,6.818245899569445e-20,True
M0/M1,P0,reverse,-0.7,Cathode,electron,reference,0.010451056783740312,6.817790226442029e-20,True
M0/M1,P0,reverse,-0.7,Cathode,electron,candidate,0.010444692687630578,6.812688969202382e-20,True
M0/M1,P0,reverse,-0.7,Cathode,hole,reference,0.00012390612106229053,2.485552763000489e-23,True
M0/M1,P0,reverse,-0.7,Cathode,hole,candidate,0.00027713207965608265,5.556930367097089e-23,True
M0/M1,P0,reverse,-0.8,Anode,total,reference,0.010131427147359926,7.490968737025017e-20,True
M0/M1,P0,reverse,-0.8,Anode,total,candidate,0.010139445351244414,7.496286106976124e-20,True
M0/M1,P0,reverse,-0.8,Anode,electron,reference,7.861062260507449e-05,3.6062860692991715e-23,True
M0/M1,P0,reverse,-0.8,Anode,electron,candidate,0.00027618040313457016,1.266477272504332e-22,True
M0/M1,P0,reverse,-0.8,Anode,hole,reference,0.010796421029532753,7.487362450954986e-20,True
M0/M1,P0,reverse,-0.8,Anode,hole,candidate,0.010791677808718703,7.483621334251061e-20,True
M0/M1,P0,reverse,-0.8,Cathode,total,reference,0.010131427147355994,7.490968737022089e-20,True
M0/M1,P0,reverse,-0.8,Cathode,total,candidate,0.010139445355430788,7.496286110086578e-20,True
M0/M1,P0,reverse,-0.8,Cathode,electron,reference,0.010412826785020321,7.489384968818066e-20,True
M0/M1,P0,reverse,-0.8,Cathode,electron,candidate,0.010415447876082916,7.490726605500905e-20,True
M0/M1,P0,reverse,-0.8,Cathode,hole,reference,7.86639998817145e-05,1.5837682041008136e-23,True
M0/M1,P0,reverse,-0.8,Cathode,hole,candidate,0.00027624529501085797,5.559504585564688e-23,True
M0/M1,P0,reverse,-0.9,Anode,total,reference,0.009053485909358462,7.280585461828027e-20,True
M0/M1,P0,reverse,-0.9,Anode,total,candidate,0.009072275992805133,7.295688698518798e-20,True
M0/M1,P0,reverse,-0.9,Anode,electron,reference,2.475749397337173e-05,1.1398102866984417e-23,True
M0/M1,P0,reverse,-0.9,Anode,electron,candidate,0.00027547523425654316,1.2677694859982449e-22,True
M0/M1,P0,reverse,-0.9,Anode,hole,reference,0.009601769767313072,7.27944565154205e-20,True
M0/M1,P0,reverse,-0.9,Anode,hole,candidate,0.009606256888148501,7.283011003658767e-20,True
M0/M1,P0,reverse,-0.9,Cathode,total,reference,0.009053485909350923,7.280585461822018e-20,True
M0/M1,P0,reverse,-0.9,Cathode,total,candidate,0.009072275996708349,7.295688701671622e-20,True
M0/M1,P0,reverse,-0.9,Cathode,electron,reference,0.009286181286153968,7.280084275627064e-20,True
M0/M1,P0,reverse,-0.9,Cathode,electron,candidate,0.009298903706573453,7.290123541722244e-20,True
M0/M1,P0,reverse,-0.9,Cathode,hole,reference,2.480483877532495e-05,5.011861951994255e-24,True
M0/M1,P0,reverse,-0.9,Cathode,hole,candidate,0.00027553902028486053,5.565159949310741e-23,True
M0/M1,P0,reverse,-1.0,Anode,total,reference,0.007862739185425684,6.816875864959982e-20,True
M0/M1,P0,reverse,-1.0,Anode,total,candidate,0.007931190057343463,6.876856996486711e-20,True
M0/M1,P0,reverse,-1.0,Anode,electron,reference,3.640343830111125e-05,1.6818317611012274e-23,True
M0/M1,P0,reverse,-1.0,Anode,electron,candidate,0.0002760252960757081,1.2747496260282637e-22,True
M0/M1,P0,reverse,-1.0,Anode,hole,reference,0.008307360888928892,6.818557696719976e-20,True
M0/M1,P0,reverse,-1.0,Anode,hole,candidate,0.008361864890613573,6.86410950022613e-20,True
M0/M1,P0,reverse,-1.0,Cathode,total,reference,0.007862739185425655,6.816875864959982e-20,True
M0/M1,P0,reverse,-1.0,Cathode,total,candidate,0.00793119006101929,6.87685699968622e-20,True
M0/M1,P0,reverse,-1.0,Cathode,electron,reference,0.008051895384783972,6.817613148691074e-20,True
M0/M1,P0,reverse,-1.0,Cathode,electron,candidate,0.008114415046422753,6.871261219194386e-20,True
M0/M1,P0,reverse,-1.0,Cathode,hole,reference,3.636282055542701e-05,7.372837309022327e-24,True
M0/M1,P0,reverse,-1.0,Cathode,hole,candidate,0.0002760881149953072,5.595780492036194e-23,True
M0/M1,P1,forward,0.0,Anode,total,reference,0.00049839060227582,4.9839060227582e-26,True
M0/M1,P1,forward,0.0,Anode,total,candidate,5.958002122224429e-14,5.95800212222443e-36,True
M0/M1,P1,forward,0.0,Anode,electron,reference,0.0001135016671444398,1.135016671444398e-26,True
M0/M1,P1,forward,0.0,Anode,electron,candidate,2.232362352002485e-18,2.232362352002485e-40,True
M0/M1,P1,forward,0.0,Anode,hole,reference,0.00038488893513138005,3.8488893513138004e-26,True
M0/M1,P1,forward,0.0,Anode,hole,candidate,5.95822535845963e-14,5.9582253584596304e-36,True
M0/M1,P1,forward,0.0,Cathode,total,reference,0.000498390602275854,4.98390602275854e-26,True
M0/M1,P1,forward,0.0,Cathode,total,candidate,5.409522275056401e-13,5.409522275056402e-35,True
M0/M1,P1,forward,0.0,Cathode,electron,reference,0.0001135016511442545,1.1350165114425451e-26,True
M0/M1,P1,forward,0.0,Cathode,electron,candidate,5.409529129371542e-13,5.409529129371543e-35,True
M0/M1,P1,forward,0.0,Cathode,hole,reference,0.00038488895113159894,3.8488895113159896e-26,True
M0/M1,P1,forward,0.0,Cathode,hole,candidate,6.854315142018497e-19,6.854315142018497e-41,True
M0/M1,P1,forward,0.02,Anode,total,reference,0.025522623601830125,4.8650602599880146e-20,False
M0/M1,P1,forward,0.02,Anode,total,candidate,0.025538761358681748,4.865917164476341e-20,False
M0/M1,P1,forward,0.02,Anode,electron,reference,0.0002588827431494574,2.6118083601014965e-22,True
M0/M1,P1,forward,0.02,Anode,electron,candidate,0.0002761022311301616,2.784060918325292e-22,True
M0/M1,P1,forward,0.02,Anode,hole,reference,0.053927889027611677,4.838942176386807e-20,False
M0/M1,P1,forward,0.02,Anode,hole,candidate,0.05393845376584235,4.838076555293107e-20,False
M0/M1,P1,forward,0.02,Cathode,total,reference,0.025522623601846425,4.865060259991019e-20,False
M0/M1,P1,forward,0.02,Cathode,total,candidate,0.025538569172979978,4.865878330643551e-20,False
M0/M1,P1,forward,0.02,Cathode,electron,reference,0.0309087333115754,4.8563821227499956e-20,False
M0/M1,P1,forward,0.02,Cathode,electron,candidate,0.030923985147845078,4.856635959646481e-20,False
M0/M1,P1,forward,0.02,Cathode,hole,reference,0.0002590682215429264,8.678137239901566e-23,True
M0/M1,P1,forward,0.02,Cathode,hole,candidate,0.00027605814427053826,9.242370997070007e-23,True
M0/M1,P1,forward,0.04,Anode,total,reference,0.02253998937688331,1.2649046726963957e-19,False
M0/M1,P1,forward,0.04,Anode,total,candidate,0.022555779664981724,1.2651948215311958e-19,False
M0/M1,P1,forward,0.04,Anode,electron,reference,0.0002600646148571322,8.302606864301043e-22,True
M0/M1,P1,forward,0.04,Anode,electron,candidate,0.00027563304824430586,8.794962454663298e-22,True
M0/M1,P1,forward,0.04,Anode,hole,reference,0.05194056437667498,1.2566020658320986e-19,False
M0/M1,P1,forward,0.04,Anode,hole,candidate,0.05195256820625048,1.2563998590765364e-19,False
M0/M1,P1,forward,0.04,Cathode,total,reference,0.02253998937687246,1.2649046726958026e-19,False
M0/M1,P1,forward,0.04,Cathode,total,candidate,0.022555759676959893,1.2651936384959867e-19,False
M0/M1,P1,forward,0.04,Cathode,electron,reference,0.027728350246716573,1.262144835471495e-19,False
M0/M1,P1,forward,0.04,Cathode,electron,candidate,0.02774384662929137,1.2622731236875404e-19,False
M0/M1,P1,forward,0.04,Cathode,hole,reference,0.0002603610835614401,2.7598372244000774e-22,True
M0/M1,P1,forward,0.04,Cathode,hole,candidate,0.0002756655699132358,2.920514808438564e-22,True
M0/M1,P1,forward,0.06,Anode,total,reference,0.018750560196820212,2.4501551939019873e-19,True
M0/M1,P1,forward,0.06,Anode,total,candidate,0.01876612806690548,2.4510030963012123e-19,True
M0/M1,P1,forward,0.06,Anode,electron,reference,0.0002612068768307627,2.068739960540519e-21,True
M0/M1,P1,forward,0.06,Anode,electron,candidate,0.0002761166859140594,2.185663317130595e-21,True
M0/M1,P1,forward,0.06,Anode,hole,reference,0.047200025039564455,2.429467794296798e-19,False
M0/M1,P1,forward,0.06,Anode,hole,candidate,0.04721319253377172,2.429146463129883e-19,False
M0/M1,P1,forward,0.06,Cathode,total,reference,0.018750560196812524,2.450155193901001e-19,True
M0/M1,P1,forward,0.06,Cathode,total,candidate,0.018765878348136845,2.450968892331424e-19,True
M0/M1,P1,forward,0.06,Cathode,electron,reference,0.023408755272762934,2.443281581003993e-19,False
M0/M1,P1,forward,0.06,Cathode,electron,candidate,0.02342400886290691,2.443718359206817e-19,False
M0/M1,P1,forward,0.06,Cathode,hole,reference,0.00026139038580673293,6.873612897497357e-22,True
M0/M1,P1,forward,0.06,Cathode,hole,candidate,0.0002758706213096625,7.250533124587811e-22,True
M0/M1,P1,forward,0.08,Anode,total,reference,0.014790682379796855,4.202004232278048e-19,True
M0/M1,P1,forward,0.08,Anode,total,candidate,0.014810004459821845,4.2054195875522696e-19,True
M0/M1,P1,forward,0.08,Anode,electron,reference,0.000262312087391835,4.762388136201003e-21,True
M0/M1,P1,forward,0.08,Anode,electron,candidate,0.00028333907160139286,5.141427604404937e-21,True
M0/M1,P1,forward,0.08,Anode,hole,reference,0.040513233053242656,4.1543803509160074e-19,False
M0/M1,P1,forward,0.08,Anode,hole,candidate,0.040527060072208486,4.154005311508205e-19,False
M0/M1,P1,forward,0.08,Cathode,total,reference,0.014790682379796532,4.2020042322779866e-19,True
M0/M1,P1,forward,0.08,Cathode,total,candidate,0.014805847709437638,4.2042246022038874e-19,True
M0/M1,P1,forward,0.08,Cathode,electron,reference,0.018703626179113336,4.186190231775995e-19,True
M0/M1,P1,forward,0.08,Cathode,electron,candidate,0.018718214304370824,4.1874155328209346e-19,True
M0/M1,P1,forward,0.08,Cathode,hole,reference,0.0002623379492199458,1.581400050219976e-21,True
M0/M1,P1,forward,0.08,Cathode,hole,candidate,0.0002789934849079473,1.6809069382929732e-21,True
M0/M1,P1,forward,0.1,Anode,total,reference,0.01116572245761971,6.752210246874989e-19,True
M0/M1,P1,forward,0.1,Anode,total,candidate,0.011191629230748764,6.764558530811253e-19,True
M0/M1,P1,forward,0.1,Anode,electron,reference,0.000263358366569431,1.0617960565801152e-20,True
M0/M1,P1,forward,0.1,Anode,electron,candidate,0.00029469017809421045,1.1875127081708327e-20,True
M0/M1,P1,forward,0.1,Anode,hole,reference,0.03297438533491524,6.646030641217009e-19,False
M0/M1,P1,forward,0.1,Anode,hole,candidate,0.0329881751115236,6.645807259994139e-19,False
M0/M1,P1,forward,0.1,Cathode,total,reference,0.011165722457619692,6.752210246874989e-19,True
M0/M1,P1,forward,0.1,Cathode,total,candidate,0.011179395695654156,6.7570569375573825e-19,True
M0/M1,P1,forward,0.1,Cathode,electron,reference,0.014265231635500093,6.716946256969977e-19,True
M0/M1,P1,forward,0.1,Cathode,electron,candidate,0.014278890300791009,6.720019711289972e-19,True
M0/M1,P1,forward,0.1,Cathode,hole,reference,0.000263428858398396,3.526398990499704e-21,True
M0/M1,P1,forward,0.1,Cathode,hole,candidate,0.000276821943459202,3.7037226267302814e-21,True
M0/M1,P1,forward,0.12,Anode,total,reference,0.008149278690011006,1.0446720783649987e-18,True
M0/M1,P1,forward,0.12,Anode,total,candidate,0.008186625035222867,1.0489680313233352e-18,True
M0/M1,P1,forward,0.12,Anode,electron,reference,0.0002643699707721511,2.334487797950063e-20,True
M0/M1,P1,forward,0.12,Anode,electron,candidate,0.0003126098544415727,2.759174079553122e-20,True
M0/M1,P1,forward,0.12,Anode,hole,reference,0.025604777425286634,1.0213272003858e-18,False
M0/M1,P1,forward,0.12,Anode,hole,candidate,0.025618061423464997,1.0213762905278225e-18,False
M0/M1,P1,forward,0.12,Cathode,total,reference,0.008149278690018955,1.0446720783660094e-18,True
M0/M1,P1,forward,0.12,Cathode,total,candidate,0.008160896782305211,1.0456230638152692e-18,True
M0/M1,P1,forward,0.12,Cathode,electron,reference,0.010487425343398575,1.0369197532703048e-18,True
M0/M1,P1,forward,0.12,Cathode,electron,candidate,0.010500021242300575,1.0376357570587987e-18,True
M0/M1,P1,forward,0.12,Cathode,hole,reference,0.00026441032553855984,7.752325095797102e-21,True
M0/M1,P1,forward,0.12,Cathode,hole,candidate,0.00027256946702889246,7.987306756476705e-21,True
M0/M1,P1,forward,0.14,Anode,total,reference,0.005808100486582525,1.5814711863920246e-18,True
M0/M1,P1,forward,0.14,Anode,total,candidate,0.005858746249647132,1.5945756777026698e-18,True
M0/M1,P1,forward,0.14,Anode,electron,reference,0.00026534556846175835,5.1000778402989257e-20,True
M0/M1,P1,forward,0.14,Anode,electron,candidate,0.0003323752420884062,6.385829115160018e-20,True
M0/M1,P1,forward,0.14,Anode,hole,reference,0.019111282901405624,1.530470407990194e-18,True
M0/M1,P1,forward,0.14,Anode,hole,candidate,0.019123683089392433,1.530717386551045e-18,True
M0/M1,P1,forward,0.14,Cathode,total,reference,0.005808100486593635,1.5814711863950321e-18,True
M0/M1,P1,forward,0.14,Cathode,total,candidate,0.005818938211157573,1.5835945151700927e-18,True
M0/M1,P1,forward,0.14,Cathode,electron,reference,0.007504848425052616,1.5645340548220088e-18,True
M0/M1,P1,forward,0.14,Cathode,electron,candidate,0.007516366978482532,1.5661230225631098e-18,True
M0/M1,P1,forward,0.14,Cathode,hole,reference,0.00026539995806252275,1.693713157270284e-20,True
M0/M1,P1,forward,0.14,Cathode,hole,candidate,0.00027391987165557906,1.7471492607032247e-20,True
M0/M1,P1,forward,0.16,Anode,total,reference,0.0040807014101639965,2.3688538328570056e-18,True
M0/M1,P1,forward,0.16,Anode,total,candidate,0.0041226871458647065,2.3923107614246223e-18,True
M0/M1,P1,forward,0.16,Anode,electron,reference,0.0002662969270923213,1.1109178522404603e-19,True
M0/M1,P1,forward,0.16,Anode,electron,candidate,0.0003208970782397134,1.3382445054932315e-19,True
M0/M1,P1,forward,0.16,Anode,hole,reference,0.013823398085603046,2.257762047633009e-18,True
M0/M1,P1,forward,0.16,Anode,hole,candidate,0.013834765497879556,2.2584863108752006e-18,True
M0/M1,P1,forward,0.16,Cathode,total,reference,0.004080701410143175,2.3688538328449755e-18,True
M0/M1,P1,forward,0.16,Cathode,total,candidate,0.004090942497323096,2.3735441050790434e-18,True
M0/M1,P1,forward,0.16,Cathode,electron,reference,0.005276067058573307,2.331962896057007e-18,True
M0/M1,P1,forward,0.16,Cathode,electron,candidate,0.005286555171472175,2.335371603698704e-18,True
M0/M1,P1,forward,0.16,Cathode,hole,reference,0.0002663360031794752,3.689093678801785e-20,True
M0/M1,P1,forward,0.16,Cathode,hole,candidate,0.0002757368650364309,3.817250138051184e-20,True
M0/M1,P1,forward,0.18,Anode,total,reference,0.0028517989589986544,3.5424459295798935e-18,True
M0/M1,P1,forward,0.18,Anode,total,candidate,0.0028705038843939022,3.564433135302024e-18,True
M0/M1,P1,forward,0.18,Anode,electron,reference,0.0002672222426438014,2.4163983250084896e-19,True
M0/M1,P1,forward,0.18,Anode,electron,candidate,0.0002896522925408623,2.6184680504686296e-19,True
M0/M1,P1,forward,0.18,Anode,hole,reference,0.009768184281428342,3.3008060970829888e-18,True
M0/M1,P1,forward,0.18,Anode,hole,candidate,0.009778463001615742,3.302586330255013e-18,True
M0/M1,P1,forward,0.18,Cathode,total,reference,0.0028517989590229917,3.542445929610067e-18,True
M0/M1,P1,forward,0.18,Cathode,total,candidate,0.0028612112111161647,3.552244307014901e-18,True
M0/M1,P1,forward,0.18,Cathode,electron,reference,0.003675609078203031,3.4621976119029366e-18,True
M0/M1,P1,forward,0.18,Cathode,electron,candidate,0.003685150304512938,3.469344086938817e-18,True
M0/M1,P1,forward,0.18,Cathode,hole,reference,0.00026727974188681987,8.02483177020032e-20,True
M0/M1,P1,forward,0.18,Cathode,hole,candidate,0.0002762615793748625,8.290022007588663e-20,True
M0/M1,P1,forward,0.2,Anode,total,reference,0.0020000072069582125,5.332651863700007e-18,True
M0/M1,P1,forward,0.2,Anode,total,candidate,0.002006041196711221,5.346911907665391e-18,True
M0/M1,P1,forward,0.2,Anode,electron,reference,0.0002681333358471895,5.25242380430084e-19,True
M0/M1,P1,forward,0.2,Anode,electron,candidate,0.0002734260062285738,5.354617109890469e-19,True
M0/M1,P1,forward,0.2,Anode,hole,reference,0.006795585092162401,4.807409483274952e-18,True
M0/M1,P1,forward,0.2,Anode,hole,candidate,0.006804843809881854,4.8114501966767385e-18,True
M0/M1,P1,forward,0.2,Cathode,total,reference,0.00200000720698075,5.3326518637599604e-18,True
M0/M1,P1,forward,0.2,Cathode,total,candidate,0.002008597418924529,5.352685124754692e-18,True
M0/M1,P1,forward,0.2,Cathode,electron,reference,0.002558751937702101,5.158220780809982e-18,True
M0/M1,P1,forward,0.2,Cathode,electron,candidate,0.002567430258108033,5.1729499029076945e-18,True
M0/M1,P1,forward,0.2,Cathode,hole,reference,0.00026818901851271263,1.7443108294899217e-19,True
M0/M1,P1,forward,0.2,Cathode,hole,candidate,0.00027649387000556585,1.7973522184699722e-19,True
M0/M1,P1,forward,0.22,Anode,total,reference,0.0014204396490479,8.149022358130193e-18,True
M0/M1,P1,forward,0.22,Anode,total,candidate,0.001435017426520947,8.228219774493917e-18,True
M0/M1,P1,forward,0.22,Anode,electron,reference,0.00026902889405719366,1.1412823175002054e-18,True
M0/M1,P1,forward,0.22,Anode,electron,candidate,0.00028579190729108707,1.2117372058747465e-18,True
M0/M1,P1,forward,0.22,Anode,hole,reference,0.00468825942135764,7.007740040640045e-18,True
M0/M1,P1,forward,0.22,Anode,hole,candidate,0.004696588261879952,7.016482568618184e-18,True
M0/M1,P1,forward,0.22,Cathode,total,reference,0.0014204396490443173,8.149022358109682e-18,True
M0/M1,P1,forward,0.22,Cathode,total,candidate,0.001428277460474155,8.189573358629656e-18,True
M0/M1,P1,forward,0.22,Cathode,electron,reference,0.0017951065127876573,7.77000283753004e-18,True
M0/M1,P1,forward,0.22,Cathode,electron,candidate,0.0018030074825235384,7.800006906650625e-18,True
M0/M1,P1,forward,0.22,Cathode,hole,reference,0.00026908749510460856,3.790195205699793e-19,True
M0/M1,P1,forward,0.22,Cathode,hole,candidate,0.00027672548015855443,3.895664519790307e-19,True
M0/M1,P1,forward,0.24,Anode,total,reference,0.0010312640347902202,1.2752570078798912e-17,True
M0/M1,P1,forward,0.24,Anode,total,candidate,0.0010384164449989373,1.2834071756905955e-17,True
M0/M1,P1,forward,0.24,Anode,electron,reference,0.0002699165639745558,2.4793906849001848e-18,True
M0/M1,P1,forward,0.24,Anode,electron,candidate,0.00027693926808054265,2.5425171259223345e-18,True
M0/M1,P1,forward,0.24,Anode,hole,reference,0.003230363300871918,1.027317939389005e-17,True
M0/M1,P1,forward,0.24,Anode,hole,candidate,0.003237867892721431,1.0291554630985198e-17,True
M0/M1,P1,forward,0.24,Cathode,total,reference,0.001031264034782174,1.2752570078699516e-17,True
M0/M1,P1,forward,0.24,Cathode,total,candidate,0.0010384182334703064,1.2834093470608449e-17,True
M0/M1,P1,forward,0.24,Cathode,electron,reference,0.0012804990551278739,1.1929173159979108e-17,True
M0/M1,P1,forward,0.24,Cathode,electron,candidate,0.0012876971855196582,1.1989753309504674e-17,True
M0/M1,P1,forward,0.24,Cathode,hole,reference,0.0002699727588071856,8.2339691871015295e-19,True
M0/M1,P1,forward,0.24,Cathode,hole,candidate,0.00027699010366767835,8.443401611045636e-19,True
M0/M1,P1,forward,0.26,Anode,total,reference,0.0007724023313507031,2.0614610316201594e-17,True
M0/M1,P1,forward,0.26,Anode,total,candidate,0.0007789314387675377,2.0777586038656033e-17,True
M0/M1,P1,forward,0.26,Anode,electron,reference,0.0002708026407915634,5.3858565491995895e-18,True
M0/M1,P1,forward,0.26,Anode,electron,candidate,0.0002772432611107747,5.510949000876298e-18,True
M0/M1,P1,forward,0.26,Anode,hole,reference,0.002239370935952799,1.5228753767069846e-17,True
M0/M1,P1,forward,0.26,Anode,hole,candidate,0.0022461482748693303,1.5266637037779736e-17,True
M0/M1,P1,forward,0.26,Cathode,total,reference,0.0007724023313394626,2.0614610315901826e-17,True
M0/M1,P1,forward,0.26,Cathode,total,candidate,0.0007789332073894691,2.077763258776033e-17,True
M0/M1,P1,forward,0.26,Cathode,electron,reference,0.0009372975869474912,1.8826025769598774e-17,True
M0/M1,P1,forward,0.26,Cathode,electron,candidate,0.0009438575986385121,1.894751149151006e-17,True
M0/M1,P1,forward,0.26,Cathode,hole,reference,0.0002708530686200385,1.7885845463306627e-18,True
M0/M1,P1,forward,0.26,Cathode,hole,candidate,0.0002772940967665993,1.830121096249481e-18,True
M0/M1,P1,forward,0.28,Anode,total,reference,0.0006014211661306299,3.467444952899661e-17,True
M0/M1,P1,forward,0.28,Anode,total,candidate,0.0006073761197330485,3.4998727279176345e-17,True
M0/M1,P1,forward,0.28,Anode,electron,reference,0.0002716951156287865,1.1698992731796874e-17,True
M0/M1,P1,forward,0.28,Anode,electron,candidate,0.0002775913343036663,1.194636176603986e-17,True
M0/M1,P1,forward,0.28,Anode,hole,reference,0.001574209038059406,2.2975456797098763e-17,True
M0/M1,P1,forward,0.28,Anode,hole,candidate,0.0015803323693447467,2.3052365513142795e-17,True
M0/M1,P1,forward,0.28,Cathode,total,reference,0.0006014211661238371,3.4674449528605336e-17,True
M0/M1,P1,forward,0.28,Cathode,total,candidate,0.0006073778357837031,3.4998825109742573e-17,True
M0/M1,P1,forward,0.28,Cathode,electron,reference,0.0007101293823027442,3.0789318692804604e-17,True
M0/M1,P1,forward,0.28,Cathode,electron,candidate,0.0007161062545810436,3.103158130917595e-17,True
M0/M1,P1,forward,0.28,Cathode,hole,reference,0.00027174728840027634,3.8851308356997574e-18,True
M0/M1,P1,forward,0.28,Cathode,hole,candidate,0.00027764212585768374,3.967243800560311e-18,True
M0/M1,P1,forward,0.3,Anode,total,reference,0.0004890951525219905,6.095364328501922e-17,True
M0/M1,P1,forward,0.3,Anode,total,candidate,0.0004945213907224283,6.159628629503265e-17,True
M0/M1,P1,forward,0.3,Anode,electron,reference,0.00027260157194758486,2.5412284935000362e-17,True
M0/M1,P1,forward,0.3,Anode,electron,candidate,0.0002779891216826193,2.590036666906857e-17,True
