node_id,donors_cm3,acceptors_cm3
454,5000000000001855,6.0198814631358989e+17
455,5000000000007362,3.512042730121351e+17
456,5000000000028536,2.9267961135734483e+17
457,5000000000007362,5.0140113031337786e+17
458,5000000000028536,4.1784767222687578e+17
459,5000000000107513,2.2687410756930656e+17
460,5000000000394324,1.6321839414466592e+17
461,5000000000107513,3.2389962968974982e+17
462,5000000000394324,2.3302076199181549e+17
463,5000000000007362,5.3658408592628557e+17
464,5000000000028536,4.4716774195971974e+17
465,5000000000007362,5.3658408592628557e+17
466,5000000000028536,4.4716774195971974e+17
467,5000000000107513,3.4662743305008397e+17
468,5000000000394324,2.4937166076406192e+17
469,5000000000107513,3.4662743305008397e+17
470,5000000000394324,2.4937166076406192e+17
471,5000000000000008,7.8202514828945933e+17
472,5000000000000115,6.8817754814926234e+17
473,5000000000000008,7.8202514828945933e+17
474,5000000000000115,6.8817754814926234e+17
475,5000000000000470,6.3957770476382733e+17
476,5000000000001855,6.0198814631358989e+17
477,5000000000000470,6.3957770476382733e+17
478,5000000000001855,6.0198814631358989e+17
479,5000000000000008,7.8202514828945933e+17
480,5000000000000115,6.8817754814926234e+17
481,5000000000000008,7.8202514828945933e+17
482,5000000000000115,6.8817754814926234e+17
483,5000000000000470,6.3957770476382733e+17
484,5000000000001855,6.0198814631358989e+17
485,5000000000000470,6.3957770476382733e+17
486,5000000000001855,6.0198814631358989e+17
487,5000000000007362,5.3658408592628557e+17
488,5000000000028536,4.4716774195971974e+17
489,5000000000007362,5.3658408592628557e+17
490,5000000000028536,4.4716774195971974e+17
491,5000000000107513,3.4662743305008397e+17
492,5000000000394324,2.4937166076406192e+17
493,5000000000107513,3.4662743305008397e+17
494,5000000000394324,2.4937166076406192e+17
495,5000000000007362,5.3658408592628557e+17
496,5000000000028536,4.4716774195971974e+17
497,5000000000007362,5.3658408592628557e+17
498,5000000000028536,4.4716774195971974e+17
499,5000000000107513,3.4662743305008397e+17
500,5000000000394324,2.4937166076406192e+17
501,5000000000107513,3.4662743305008397e+17
502,5000000000394324,2.4937166076406192e+17
503,5000000004893161,1083167609063.7404
504,5000000001407806,188694391712256.12
505,5000000004893161,116658597471023.17
506,5000000054549404,329416479829.86011
507,5000000016557999,66833875490794.008
508,5000000054549404,35478594632284.461
509,5000000546320040,73842672587.598465
510,5000004915435818,12199502793.284063
511,5000000546320040,7952954413977.7568
512,5000004915435818,1313902736565.8604
513,5000000000747570,1531450530162296.8
514,5000000001407806,1238982861472942
515,5000000004893161,765989924758745.88
516,5000000000747570,3499895413162583
517,5000000001407806,2831505392078598
518,5000000000747570,7410936997126376
519,5000000001407806,5995638609313914
520,5000000002633422,2247645113100174.2
521,5000000004893161,1750552545701739.2
522,5000000002633422,4759329739522908
523,5000000004893161,3706749229581086
524,5000000016557999,438836711295492.88
525,5000000016557999,1002894029379891.8
526,5000000009031361,2832503986490489
527,5000000016557999,2123601876380806.5
528,5000000054549404,232955363960036.72
529,5000000030154589,1562060583361796.8
530,5000000054549404,1127308712523360.5
531,5000000000747570,14539756599868186
532,5000000001407806,11763036991678438
533,5000000001407806,21383039512878880
534,5000000002633422,9337482698612748
535,5000000004893161,7272391007473906
536,5000000002633422,16973827561411912
537,5000000004893161,13219870376666388
538,5000000001407806,36015162174614488
539,5000000001407806,56204006007318304
540,5000000004893161,22266047596098612
541,5000000004893161,34747617316921256
542,5000000009031361,5557181034961840
543,5000000016557999,4166363094109778.5
544,5000000009031361,10101933857291620
545,5000000016557999,7573682436718899
546,5000000030154589,3064657098708995.5
547,5000000054549404,2211703364818231
548,5000000030154589,5570983401776130
549,5000000054549404,4020470264110535
550,5000000009031361,17014549588633468
551,5000000016557999,12756250160468270
552,5000000009031361,26552312680280380
553,5000000016557999,19906959107216296
554,5000000030154589,9383131456414724
555,5000000054549404,6771623299528822
556,5000000030154589,14642987700205616
557,5000000054549404,10567559150803364
558,5000000174959045,114582584098618.3
559,5000000546320040,52219751353394.422
560,5000000174959045,554483670871695.69
561,5000000546320040,252699829125135.75
562,5000001660819215,22050517658781.332
563,5000004915435818,8627193195704.0908
564,5000001660819215,106706024063299.67
565,5000004915435818,41748384277632.875
566,5000000098020658,1565996508773725.8
567,5000000174959045,1087859418613586.8
568,5000000098020658,2846693863823444
569,5000000174959045,1977528502981661.8
570,5000000098020658,4794647697551644
571,5000000174959045,3330724319941099
572,5000000098020658,7482359976324388
573,5000000174959045,5197812209732039
574,5000000546320040,901236846177899.38
575,5000000310203152,2270064511614653.5
576,5000000546320040,1517940943488682
577,5000000310203152,3542583504947268
578,5000000546320040,2368845695958761
579,5000001660819215,380559816474468.62
580,5000000955738734,1554069290207890
581,5000001660819215,1000278103512483.4
582,5000004915435818,148892788371317.72
583,5000004915435818,391355549197189.31
584,5000039731479068,1485396135.8875425
585,5000288512905731,133292765.73676592
586,5000039731479068,159979146765.01456
587,5000288512905731,14355808809.059185
588,5001882147118093,8815252.6381590255
589,5011030614309396,429661.85485356807
590,5001882147118093,949414477.05334604
591,5011030614309396,46275155.344925091
592,5000014163355461,3127422468259.9766
593,5000039731479068,1050436206589.4045
594,5000014163355461,15134103530732.953
595,5000039731479068,5083230828036.9404
596,5000014163355461,53974756464965.812
597,5000039731479068,18128998882645.523
598,5000014163355461,141869332223482.62
599,5000039731479068,47650960074837.875
600,5000108509500034,326902945951.90576
601,5000288512905731,94261418771.415833
602,5000108509500034,1581936268204.3928
603,5000288512905731,456146262655.10339
604,5000108509500034,5641868687235.9072
605,5000288512905731,1626814788812.3418
606,5000108509500034,14829305319242.527
607,5000288512905731,4275982752972.665
608,5001882147118093,30167012613.405987
609,5011030614309396,1470362237.6923568
610,5001882147118093,282790052674.76172
611,5011030614309396,13783393800.923582
612,5000000001407806,1.0887519523089838e+17
613,5000000004893161,67311102676484376
614,5000000004893161,50242690428605672
615,5000000001407806,1.5543702097831677e+17
616,5000000004893161,96097529438267808
617,5000000016557999,28784108408829444
618,5000000016557999,38562625926868480
619,5000000030154589,21172763912449224
620,5000000054549404,15279971520269746
621,5000000030154589,28365560711383144
622,5000000054549404,20470872939341208
623,5000000016557999,55054410533654680
624,5000000054549404,29225495300088484
625,5000000054549404,25410671458750492
626,5000000001407806,1.6634392461107235e+17
627,5000000004893161,1.0284062375603198e+17
628,5000000001407806,1.6634392461107235e+17
629,5000000004893161,1.0284062375603198e+17
630,5000000016557999,58917538805602424
631,5000000016557999,58917538805602424
632,5000000054549404,31276227222582564
633,5000000054549404,31276227222582564
634,5000000098020658,10818983429484952
635,5000000174959045,7515682798556056
636,5000000098020658,14494401041521906
637,5000000174959045,10068905391449068
638,5000000310203152,5122334712425709
639,5000000546320040,3425189701200964.5
640,5000000310203152,6862490739052876
641,5000000546320040,4588792791492501
642,5000000098020658,17992025252115952
643,5000000098020658,20693111171752092
644,5000000174959045,12498619263062448
645,5000000174959045,14374997493599926
646,5000000310203152,8518469049928185
647,5000000546320040,5696108141671219
648,5000000310203152,9797319901080212
649,5000000546320040,6551246864666479
650,5000000955738734,2247078455491508.2
651,5000001660819215,1446334079223806
652,5000000955738734,3010454403404893.5
653,5000001660819215,1937681698185959.8
654,5000000955738734,3736903062861415
655,5000001660819215,2405261034550768
656,5000000955738734,4297912515921876.5
657,5000001660819215,2766355276162624
658,5000004915435818,758111651649730.25
659,5000004915435818,1082327489300734.2
660,5000000098020658,22145131855059464
661,5000000174959045,15383680697877574
662,5000000098020658,22145131855059464
663,5000000174959045,15383680697877574
664,5000000310203152,10484790770939890
665,5000000546320040,7010943131215934
666,5000000310203152,10484790770939890
667,5000000546320040,7010943131215934
668,5000000955738734,4599493936732259
669,5000001660819215,2960468430295189
670,5000000955738734,4599493936732259
671,5000001660819215,2960468430295189
672,5000004915435818,1158273628454624.5
673,5000004915435818,1158273628454624.5
674,5000000001407806,1.6634392461107235e+17
675,5000000004893161,1.0284062375603198e+17
676,5000000001407806,1.6634392461107235e+17
677,5000000004893161,1.0284062375603198e+17
678,5000000016557999,58917538805602424
679,5000000016557999,58917538805602424
680,5000000054549404,31276227222582564
681,5000000054549404,31276227222582564
682,5000000001407806,1.6634392461107235e+17
683,5000000004893161,1.0284062375603198e+17
684,5000000001407806,1.6634392461107235e+17
685,5000000004893161,1.0284062375603198e+17
686,5000000016557999,58917538805602424
687,5000000016557999,58917538805602424
688,5000000054549404,31276227222582564
689,5000000054549404,31276227222582564
690,5000000098020658,22145131855059464
691,5000000174959045,15383680697877574
692,5000000098020658,22145131855059464
693,5000000174959045,15383680697877574
694,5000000310203152,10484790770939890
695,5000000546320040,7010943131215934
696,5000000310203152,10484790770939890
697,5000000546320040,7010943131215934
698,5000000955738734,4599493936732259
699,5000001660819215,2960468430295189
700,5000000955738734,4599493936732259
701,5000001660819215,2960468430295189
702,5000004915435818,1158273628454624.5
703,5000004915435818,1158273628454624.5
704,5000000098020658,22145131855059464
705,5000000174959045,15383680697877574
706,5000000098020658,22145131855059464
707,5000000174959045,15383680697877574
708,5000000310203152,10484790770939890
709,5000000546320040,7010943131215934
710,5000000310203152,10484790770939890
711,5000000546320040,7010943131215934
712,5000000955738734,4599493936732259
713,5000001660819215,2960468430295189
714,5000000955738734,4599493936732259
715,5000001660819215,2960468430295189
716,5000004915435818,1158273628454624.5
717,5000004915435818,1158273628454624.5
718,5000014163355461,274821179847885.38
719,5000039731479068,92306722414273.969
720,5000014163355461,392351861291344.81
721,5000039731479068,131782835547791.44
722,5000014163355461,419882908363032.75
723,5000039731479068,141029942052563.84
724,5000014163355461,419882908363032.75
725,5000039731479068,141029942052563.84
726,5000108509500034,28726484577645.5
727,5000288512905731,8283189937977.6006
728,5000108509500034,41011721507908.695
729,5000288512905731,11825598708928.143
730,5000108509500034,43889484421047.438
731,5000288512905731,12655392439572.984
732,5000108509500034,43889484421047.438
733,5000288512905731,12655392439572.984
734,5001882147118093,782080254997.17773
735,5011030614309396,38119163091.463493
736,5001882147118093,836958262312.59753
737,5011030614309396,40793957267.156578
738,5000014163355461,419882908363032.75
739,5000039731479068,141029942052563.84
740,5000014163355461,419882908363032.75
741,5000039731479068,141029942052563.84
742,5000014163355461,419882908363032.75
743,5000039731479068,141029942052563.84
744,5000014163355461,419882908363032.75
745,5000039731479068,141029942052563.84
746,5000108509500034,43889484421047.438
747,5000288512905731,12655392439572.984
748,5000108509500034,43889484421047.438
749,5000288512905731,12655392439572.984
750,5000108509500034,43889484421047.438
751,5000288512905731,12655392439572.984
752,5000108509500034,43889484421047.438
753,5000288512905731,12655392439572.984
754,5001882147118093,836958262312.59753
755,5011030614309396,40793957267.156578
756,5001882147118093,836958262312.59753
757,5011030614309396,40793957267.156578
758,5000000000000008,4.4502858352413046e+18
759,5000000000000008,4.6000000000000133e+18
760,5000000000000008,4.0339337519783731e+18
761,5000000000000008,4.4502858352413046e+18
762,5000000000000008,4.6000000000000133e+18
763,5000000000000008,4.0339337519783731e+18
764,5000000000000008,3.4376368400518492e+18
765,5000000000000008,2.7726395234348227e+18
766,5000000000000008,3.4376368400518492e+18
767,5000000000000008,2.7726395234348227e+18
768,5000000000000008,4.4502858352413046e+18
769,5000000000000008,4.6000000000000133e+18
770,5000000000000008,4.0339337519783731e+18
771,5000000000000008,4.4502858352413046e+18
772,5000000000000008,4.6000000000000133e+18
773,5000000000000008,4.0339337519783731e+18
774,5000000000000008,3.4376368400518492e+18
775,5000000000000008,2.7726395234348227e+18
776,5000000000000008,3.4376368400518492e+18
